country_code,country_name,year,population
EU28,EU28,1995,481904006.0
EU28,EU28,1996,482736385.0
EU28,EU28,1997,483512803.0
EU28,EU28,1998,485877558.0
EU28,EU28,1999,486577954.0
EU28,EU28,2000,487259080.0
EU28,EU28,2001,488240527.0
EU28,EU28,2002,488962706.0
EU28,EU28,2003,490691578.0
EU28,EU28,2004,492555798.0
EU28,EU28,2005,494598322.0
EU28,EU28,2006,496436597.0
EU28,EU28,2007,498300775.0
EU28,EU28,2008,500297033.0
EU28,EU28,2009,502090235.0
EU28,EU28,2010,503170618.0
EU28,EU28,2011,502964837.0
EU28,EU28,2012,504047964.0
EU28,EU28,2013,505645272.0
EU28,EU28,2015,507778258.0
EU28,EU28,2016,509382312.0
EU28,EU28,2017,510514747.0
EU28,EU28,2018,511574952.0
EU28,EU28,2019,512797036.0
EU28,EU28,2020,514055566.0
FI,Finland,1960,4413046.0
FI,Finland,1961,4446222.0
FI,Finland,1962,4475787.0
FI,Finland,1963,4507098.0
FI,Finland,1964,4539519.0
FI,Finland,1965,4557567.0
FI,Finland,1966,4569896.0
FI,Finland,1967,4591842.0
FI,Finland,1968,4619645.0
FI,Finland,1969,4633292.0
FI,Finland,1970,4614277.0
FI,Finland,1971,4598336.0
FI,Finland,1972,4625912.0
FI,Finland,1973,4653401.0
FI,Finland,1974,4678761.0
FI,Finland,1975,4702387.0
FI,Finland,1976,4720492.0
FI,Finland,1977,4730836.0
FI,Finland,1978,4746967.0
FI,Finland,1979,4758088.0
FI,Finland,1980,4771292.0
FI,Finland,1981,4787778.0
FI,Finland,1982,4812150.0
FI,Finland,1983,4841715.0
FI,Finland,1984,4869858.0
FI,Finland,1985,4893748.0
FI,Finland,1986,4910664.0
FI,Finland,1987,4925644.0
FI,Finland,1988,4938602.0
FI,Finland,1989,4954359.0
FI,Finland,1990,4974383.0
FI,Finland,1991,4998478.0
FI,Finland,1992,5029002.0
FI,Finland,1993,5054982.0
FI,Finland,1994,5077912.0
FI,Finland,1995,5098754.0
FI,Finland,1996,5116826.0
FI,Finland,1997,5132320.0
FI,Finland,1998,5147349.0
FI,Finland,1999,5159646.0
FI,Finland,2000,5171302.0
FI,Finland,2001,5181115.0
FI,Finland,2002,5194901.0
FI,Finland,2003,5206295.0
FI,Finland,2004,5219732.0
FI,Finland,2005,5236611.0
FI,Finland,2006,5255580.0
FI,Finland,2007,5276955.0
FI,Finland,2008,5300484.0
FI,Finland,2009,5326314.0
FI,Finland,2010,5351427.0
FI,Finland,2011,5375276.0
FI,Finland,2012,5401267.0
FI,Finland,2013,5426674.0
FI,Finland,2014,5451270.0
FI,Finland,2015,5471753.0
FI,Finland,2016,5487308.0
FI,Finland,2017,5503297.0
FI,Finland,2018,5513130.0
FI,Finland,2019,5517919.0
FI,Finland,2020,5525292.0
FI,Finland,2021,5533793.0
FI,Finland,2022,5548241.0
FI,Finland,2023,5563970.0
FI,Finland,2024,5603851.0
FI,Finland,2025,5635971.0
FR,France,1991,58313439.0
FR,France,1992,58604851.0
FR,France,1993,58885929.0
FR,France,1994,59104320.0
FR,France,1995,59315139.0
FR,France,1996,59522297.0
FR,France,1997,59726386.0
FR,France,1998,59934884.0
FR,France,1999,60158533.0
FR,France,2000,60545022.0
FR,France,2001,60979315.0
FR,France,2002,61424036.0
FR,France,2003,61864088.0
FR,France,2004,62292241.0
FR,France,2005,62772870.0
FR,France,2006,63229635.0
FR,France,2007,63645065.0
FR,France,2008,64007193.0
FR,France,2009,64350226.0
FR,France,2010,64658856.0
FR,France,2011,64978721.0
FR,France,2012,65276983.0
FR,France,2013,65600350.0
FR,France,2014,66165980.0
FR,France,2015,66458153.0
FR,France,2016,66638391.0
FR,France,2017,66809816.0
FR,France,2018,67026224.0
FR,France,2019,67290471.0
FR,France,2020,67473651.0
FR,France,2021,67728568.0
FR,France,2022,68091703.0
FR,France,2023,68277210.0
FR,France,2024,68669303.0
FR,France,2025,68882600.0
FX,FX,1960,45464797.0
FX,FX,1961,45903656.0
FX,FX,1962,46422000.0
FX,FX,1963,47573406.0
FX,FX,1964,48059029.0
FX,FX,1965,48561800.0
FX,FX,1966,48953792.0
FX,FX,1967,49373537.0
FX,FX,1968,49723072.0
FX,FX,1969,50107735.0
FX,FX,1970,50528219.0
FX,FX,1971,51016234.0
FX,FX,1972,51485953.0
FX,FX,1973,51915873.0
FX,FX,1974,52320725.0
FX,FX,1975,52600000.0
FX,FX,1976,52798338.0
FX,FX,1977,53019005.0
FX,FX,1978,53271566.0
FX,FX,1979,53481073.0
FX,FX,1980,53731387.0
FX,FX,1981,54028630.0
FX,FX,1982,54335000.0
FX,FX,1983,54649984.0
FX,FX,1984,54894854.0
FX,FX,1985,55157303.0
FX,FX,1986,55411238.0
FX,FX,1987,55681780.0
FX,FX,1988,55966142.0
FX,FX,1989,56269810.0
FX,FX,1990,56577000.0
FX,FX,1991,56840661.0
FX,FX,1992,57110533.0
FX,FX,1993,57369161.0
FX,FX,1994,57565008.0
FX,FX,1995,57752535.0
FX,FX,1996,57935959.0
FX,FX,1997,58116018.0
FX,FX,1998,58298962.0
FX,FX,1999,58496613.0
FX,FX,2000,58858198.0
FX,FX,2001,59266572.0
FX,FX,2002,59685899.0
FX,FX,2003,60101841.0
FX,FX,2004,60505421.0
FX,FX,2005,60963264.0
FX,FX,2006,61399733.0
FX,FX,2007,61795238.0
FX,FX,2008,62134866.0
FX,FX,2009,62465709.0
FX,FX,2010,62765235.0
FX,FX,2011,63070344.0
FX,FX,2012,63375971.0
FX,FX,2013,63697865.0
GE,GE,2000,4435200.0
GE,GE,2001,4401400.0
GE,GE,2002,4371500.0
GE,GE,2003,4352600.0
GE,GE,2004,4315200.0
GE,GE,2005,4321500.0
GE,GE,2006,4401292.0
GE,GE,2007,4394702.0
GE,GE,2008,4382070.0
GE,GE,2009,4385429.0
GE,GE,2010,4436391.0
GE,GE,2011,4469250.0
GE,GE,2012,4497617.0
GE,GE,2014,4490498.0
GE,GE,2015,3729500.0
GE,GE,2016,3720400.0
GE,GE,2017,3718200.0
GE,GE,2018,3729633.0
GE,GE,2019,3723464.0
GE,GE,2020,3716858.0
GE,GE,2021,3728573.0
GE,GE,2022,3688647.0
GE,GE,2023,3736357.0
GE,GE,2024,3694608.0
GE,GE,2025,3704506.0
HR,Croatia,1960,4127422.0
HR,Croatia,1961,4152939.0
HR,Croatia,1962,4181645.0
HR,Croatia,1963,4211778.0
HR,Croatia,1964,4239572.0
HR,Croatia,1965,4266180.0
HR,Croatia,1966,4295665.0
HR,Croatia,1967,4325736.0
HR,Croatia,1968,4351629.0
HR,Croatia,1969,4379627.0
HR,Croatia,1970,4403352.0
HR,Croatia,1971,4421151.0
HR,Croatia,1972,4441399.0
HR,Croatia,1973,4459729.0
HR,Croatia,1974,4480592.0
HR,Croatia,1975,4500727.0
HR,Croatia,1976,4523436.0
HR,Croatia,1977,4548432.0
HR,Croatia,1978,4570709.0
HR,Croatia,1979,4591460.0
HR,Croatia,1980,4598095.0
HR,Croatia,1981,4601469.0
HR,Croatia,1982,4621548.0
HR,Croatia,1983,4646921.0
HR,Croatia,1984,4669587.0
HR,Croatia,1985,4690983.0
HR,Croatia,1986,4711852.0
HR,Croatia,1987,4731041.0
HR,Croatia,1988,4748450.0
HR,Croatia,1989,4761965.0
HR,Croatia,1990,4772556.0
HR,Croatia,1991,4782179.0
HR,Croatia,1992,4595865.0
HR,Croatia,1993,4555771.0
HR,Croatia,1994,4645155.0
HR,Croatia,1995,4658893.0
HR,Croatia,1996,4581167.0
HR,Croatia,1997,4533028.0
HR,Croatia,1998,4536812.0
HR,Croatia,1999,4527460.0
HR,Croatia,2000,4497735.0
HR,Croatia,2001,4295406.0
HR,Croatia,2002,4305494.0
HR,Croatia,2003,4305384.0
HR,Croatia,2004,4305725.0
HR,Croatia,2005,4310861.0
HR,Croatia,2006,4312487.0
HR,Croatia,2007,4313530.0
HR,Croatia,2008,4311967.0
HR,Croatia,2009,4309796.0
HR,Croatia,2010,4302847.0
HR,Croatia,2011,4289857.0
HR,Croatia,2012,4275984.0
HR,Croatia,2013,4247803.0
HR,Croatia,2014,4217632.0
HR,Croatia,2015,4180915.0
HR,Croatia,2016,4131115.0
HR,Croatia,2017,4078769.0
HR,Croatia,2018,4014341.0
HR,Croatia,2019,3968676.0
HR,Croatia,2020,3933511.0
HR,Croatia,2021,3893026.0
HR,Croatia,2022,3862305.0
HR,Croatia,2023,3850894.0
HR,Croatia,2024,3861967.0
HR,Croatia,2025,3874350.0
HU,Hungary,1960,9961044.0
HU,Hungary,1961,10005980.0
HU,Hungary,1962,10049935.0
HU,Hungary,1963,10071715.0
HU,Hungary,1964,10104179.0
HU,Hungary,1965,10135490.0
HU,Hungary,1966,10160380.0
HU,Hungary,1967,10196926.0
HU,Hungary,1968,10236282.0
HU,Hungary,1969,10275347.0
HU,Hungary,1970,10322099.0
HU,Hungary,1971,10353721.0
HU,Hungary,1972,10381352.0
HU,Hungary,1973,10415626.0
HU,Hungary,1974,10448484.0
HU,Hungary,1975,10508956.0
HU,Hungary,1976,10572094.0
HU,Hungary,1977,10625259.0
HU,Hungary,1978,10670802.0
HU,Hungary,1979,10698841.0
HU,Hungary,1980,10709463.0
HU,Hungary,1981,10712781.0
HU,Hungary,1982,10710914.0
HU,Hungary,1983,10700155.0
HU,Hungary,1984,10678770.0
HU,Hungary,1985,10657420.0
HU,Hungary,1986,10640006.0
HU,Hungary,1987,10621121.0
HU,Hungary,1988,10604360.0
HU,Hungary,1989,10588614.0
HU,Hungary,1990,10374823.0
HU,Hungary,1991,10373153.0
HU,Hungary,1992,10373647.0
HU,Hungary,1993,10365035.0
HU,Hungary,1994,10350010.0
HU,Hungary,1995,10336700.0
HU,Hungary,1996,10321229.0
HU,Hungary,1997,10301247.0
HU,Hungary,1998,10279724.0
HU,Hungary,1999,10253416.0
HU,Hungary,2000,10221644.0
HU,Hungary,2001,10200298.0
HU,Hungary,2002,10174853.0
HU,Hungary,2003,10142362.0
HU,Hungary,2004,10116742.0
HU,Hungary,2005,10097549.0
HU,Hungary,2006,10076581.0
HU,Hungary,2007,10066158.0
HU,Hungary,2008,10045401.0
HU,Hungary,2009,10030975.0
HU,Hungary,2010,10014324.0
HU,Hungary,2011,9985722.0
HU,Hungary,2012,9931925.0
HU,Hungary,2013,9895250.0
HU,Hungary,2014,9850217.0
HU,Hungary,2015,9815858.0
HU,Hungary,2016,9779652.0
HU,Hungary,2017,9739857.0
HU,Hungary,2018,9713655.0
HU,Hungary,2019,9700272.0
HU,Hungary,2020,9689376.0
HU,Hungary,2021,9651461.0
HU,Hungary,2022,9610403.0
HU,Hungary,2023,9599744.0
HU,Hungary,2024,9584627.0
HU,Hungary,2025,9539502.0
IE,Ireland,1960,2835500.0
IE,Ireland,1961,2821700.0
IE,Ireland,1962,2827100.0
IE,Ireland,1963,2845000.0
IE,Ireland,1964,2860300.0
IE,Ireland,1965,2872800.0
IE,Ireland,1966,2881800.0
IE,Ireland,1967,2895800.0
IE,Ireland,1968,2909100.0
IE,Ireland,1969,2922000.0
IE,Ireland,1970,2943300.0
IE,Ireland,1971,2971200.0
IE,Ireland,1972,3012900.0
IE,Ireland,1973,3060800.0
IE,Ireland,1974,3111100.0
IE,Ireland,1975,3163900.0
IE,Ireland,1976,3215200.0
IE,Ireland,1977,3260900.0
IE,Ireland,1978,3303500.0
IE,Ireland,1979,3354700.0
IE,Ireland,1980,3392800.0
IE,Ireland,1981,3432800.0
IE,Ireland,1982,3473200.0
IE,Ireland,1983,3498400.0
IE,Ireland,1984,3522800.0
IE,Ireland,1985,3542046.0
IE,Ireland,1986,3534117.0
IE,Ireland,1987,3545263.0
IE,Ireland,1988,3534850.0
IE,Ireland,1989,3515048.0
IE,Ireland,1990,3506970.0
IE,Ireland,1991,3520977.0
IE,Ireland,1992,3547492.0
IE,Ireland,1993,3569367.0
IE,Ireland,1994,3583154.0
IE,Ireland,1995,3597617.0
IE,Ireland,1996,3620065.0
IE,Ireland,1997,3654955.0
IE,Ireland,1998,3693386.0
IE,Ireland,1999,3732006.0
IE,Ireland,2000,3777565.0
IE,Ireland,2001,3832783.0
IE,Ireland,2002,3899702.0
IE,Ireland,2003,3964191.0
IE,Ireland,2004,4028851.0
IE,Ireland,2005,4111672.0
IE,Ireland,2006,4208156.0
IE,Ireland,2007,4340118.0
IE,Ireland,2008,4457765.0
IE,Ireland,2009,4521322.0
IE,Ireland,2010,4549428.0
IE,Ireland,2011,4570881.0
IE,Ireland,2012,4589287.0
IE,Ireland,2013,4609779.0
IE,Ireland,2014,4637852.0
IE,Ireland,2015,4677627.0
IE,Ireland,2016,4726286.0
IE,Ireland,2017,4799157.0
IE,Ireland,2018,4855733.0
IE,Ireland,2019,4940311.0
IE,Ireland,2020,5012600.0
IE,Ireland,2021,5066893.0
IE,Ireland,2022,5154277.0
IE,Ireland,2023,5271395.0
IE,Ireland,2024,5351681.0
IE,Ireland,2025,5440278.0
IS,Iceland,1960,173855.0
IS,Iceland,1961,177292.0
IS,Iceland,1962,180765.0
IS,Iceland,1963,183991.0
IS,Iceland,1964,187314.0
IS,Iceland,1965,190652.0
IS,Iceland,1966,193919.0
IS,Iceland,1967,197221.0
IS,Iceland,1968,200281.0
IS,Iceland,1969,202695.0
IS,Iceland,1970,204042.0
IS,Iceland,1971,204834.0
IS,Iceland,1972,207361.0
IS,Iceland,1973,210912.0
IS,Iceland,1974,213722.0
IS,Iceland,1975,216695.0
IS,Iceland,1976,219262.0
IS,Iceland,1977,221046.0
IS,Iceland,1978,222552.0
IS,Iceland,1979,224522.0
IS,Iceland,1980,226948.0
IS,Iceland,1981,229327.0
IS,Iceland,1982,232182.0
IS,Iceland,1983,235537.0
IS,Iceland,1984,238416.0
IS,Iceland,1985,240606.0
IS,Iceland,1986,242203.0
IS,Iceland,1987,244157.0
IS,Iceland,1988,247561.0
IS,Iceland,1989,251919.0
IS,Iceland,1990,253785.0
IS,Iceland,1991,255866.0
IS,Iceland,1992,259727.0
IS,Iceland,1993,262386.0
IS,Iceland,1994,265064.0
IS,Iceland,1995,266978.0
IS,Iceland,1996,267958.0
IS,Iceland,1997,269874.0
IS,Iceland,1998,272381.0
IS,Iceland,1999,275712.0
IS,Iceland,2000,279049.0
IS,Iceland,2001,283361.0
IS,Iceland,2002,286575.0
IS,Iceland,2003,288471.0
IS,Iceland,2004,290570.0
IS,Iceland,2005,293577.0
IS,Iceland,2006,299891.0
IS,Iceland,2007,307672.0
IS,Iceland,2008,315459.0
IS,Iceland,2009,319368.0
IS,Iceland,2010,317630.0
IS,Iceland,2011,318452.0
IS,Iceland,2012,319575.0
IS,Iceland,2013,321857.0
IS,Iceland,2014,325671.0
IS,Iceland,2015,329100.0
IS,Iceland,2016,332529.0
IS,Iceland,2017,338349.0
IS,Iceland,2018,348450.0
IS,Iceland,2019,356991.0
IS,Iceland,2020,364134.0
IS,Iceland,2021,368792.0
IS,Iceland,2022,376248.0
IS,Iceland,2023,387758.0
IS,Iceland,2024,383567.0
IS,Iceland,2025,389444.0
IT,Italy,1960,50025500.0
IT,Italy,1961,50373900.0
IT,Italy,1962,50698800.0
IT,Italy,1963,51060100.0
IT,Italy,1964,51443900.0
IT,Italy,1965,51906800.0
IT,Italy,1966,52317900.0
IT,Italy,1967,52720100.0
IT,Italy,1968,53080900.0
IT,Italy,1969,53390600.0
IT,Italy,1970,53685300.0
IT,Italy,1971,53958400.0
IT,Italy,1972,54188579.0
IT,Italy,1973,54574111.0
IT,Italy,1974,54928700.0
IT,Italy,1975,55293036.0
IT,Italy,1976,55588966.0
IT,Italy,1977,55847553.0
IT,Italy,1978,56063269.0
IT,Italy,1979,56247017.0
IT,Italy,1980,56388480.0
IT,Italy,1981,56479285.0
IT,Italy,1982,56524064.0
IT,Italy,1983,56563031.0
IT,Italy,1984,56565117.0
IT,Italy,1985,56588319.0
IT,Italy,1986,56597823.0
IT,Italy,1987,56594487.0
IT,Italy,1988,56609375.0
IT,Italy,1989,56649201.0
IT,Italy,1990,56694360.0
IT,Italy,1991,56744119.0
IT,Italy,1992,56772923.0
IT,Italy,1993,56821250.0
IT,Italy,1994,56842392.0
IT,Italy,1995,56844408.0
IT,Italy,1996,56844197.0
IT,Italy,1997,56876364.0
IT,Italy,1998,56904379.0
IT,Italy,1999,56909109.0
IT,Italy,2000,56923524.0
IT,Italy,2001,56960692.0
IT,Italy,2002,56993270.0
IT,Italy,2003,57186378.0
IT,Italy,2004,57611990.0
IT,Italy,2005,58044368.0
IT,Italy,2006,58288996.0
IT,Italy,2007,58510725.0
IT,Italy,2008,59001769.0
IT,Italy,2009,59420592.0
IT,Italy,2010,59690316.0
IT,Italy,2011,59948497.0
IT,Italy,2012,60105185.0
IT,Italy,2013,60277309.0
IT,Italy,2014,60345917.0
IT,Italy,2015,60295497.0
IT,Italy,2016,60163712.0
IT,Italy,2017,60066734.0
IT,Italy,2018,59937769.0
IT,Italy,2019,59816673.0
IT,Italy,2020,59641488.0
IT,Italy,2021,59236213.0
IT,Italy,2022,59030133.0
IT,Italy,2023,58997201.0
IT,Italy,2024,58971230.0
IT,Italy,2025,58943464.0
LI,Liechtenstein,1960,16274.0
LI,Liechtenstein,1961,16628.0
LI,Liechtenstein,1962,17125.0
LI,Liechtenstein,1963,17761.0
LI,Liechtenstein,1964,18425.0
LI,Liechtenstein,1965,19085.0
LI,Liechtenstein,1966,19304.0
LI,Liechtenstein,1967,19916.0
LI,Liechtenstein,1968,20433.0
LI,Liechtenstein,1969,21237.0
LI,Liechtenstein,1970,20930.0
LI,Liechtenstein,1971,21350.0
LI,Liechtenstein,1972,21850.0
LI,Liechtenstein,1973,22414.0
LI,Liechtenstein,1974,23156.0
LI,Liechtenstein,1975,23745.0
LI,Liechtenstein,1976,23947.0
LI,Liechtenstein,1977,24169.0
LI,Liechtenstein,1978,24715.0
LI,Liechtenstein,1979,25340.0
LI,Liechtenstein,1980,25809.0
LI,Liechtenstein,1981,25215.0
LI,Liechtenstein,1982,26130.0
LI,Liechtenstein,1983,26380.0
LI,Liechtenstein,1984,26512.0
LI,Liechtenstein,1985,26680.0
LI,Liechtenstein,1986,27076.0
LI,Liechtenstein,1987,27399.0
LI,Liechtenstein,1988,27714.0
LI,Liechtenstein,1989,28181.0
LI,Liechtenstein,1990,28452.0
LI,Liechtenstein,1991,29032.0
LI,Liechtenstein,1992,29386.0
LI,Liechtenstein,1993,29868.0
LI,Liechtenstein,1994,30310.0
LI,Liechtenstein,1995,30629.0
LI,Liechtenstein,1996,30923.0
LI,Liechtenstein,1997,31143.0
LI,Liechtenstein,1998,31320.0
LI,Liechtenstein,1999,32015.0
LI,Liechtenstein,2000,32426.0
LI,Liechtenstein,2001,32863.0
LI,Liechtenstein,2002,33525.0
LI,Liechtenstein,2003,33863.0
LI,Liechtenstein,2004,34294.0
LI,Liechtenstein,2005,34600.0
LI,Liechtenstein,2006,34905.0
LI,Liechtenstein,2007,35168.0
LI,Liechtenstein,2008,35356.0
LI,Liechtenstein,2009,35589.0
LI,Liechtenstein,2010,35894.0
LI,Liechtenstein,2011,36149.0
LI,Liechtenstein,2012,36475.0
LI,Liechtenstein,2013,36838.0
LI,Liechtenstein,2014,37129.0
LI,Liechtenstein,2015,37366.0
LI,Liechtenstein,2016,37622.0
LI,Liechtenstein,2017,37810.0
LI,Liechtenstein,2018,38114.0
LI,Liechtenstein,2019,38378.0
LI,Liechtenstein,2020,38747.0
LI,Liechtenstein,2021,39055.0
LI,Liechtenstein,2022,39308.0
LI,Liechtenstein,2023,39677.0
LI,Liechtenstein,2024,40015.0
LI,Liechtenstein,2025,40886.0
LT,Lithuania,1960,2755600.0
LT,Lithuania,1961,2801500.0
LT,Lithuania,1962,2845600.0
LT,Lithuania,1963,2881100.0
LT,Lithuania,1964,2916800.0
LT,Lithuania,1965,2953600.0
LT,Lithuania,1966,2989300.0
LT,Lithuania,1967,3026800.0
LT,Lithuania,1968,3062000.0
LT,Lithuania,1969,3095700.0
LT,Lithuania,1970,3118941.0
LT,Lithuania,1971,3160437.0
LT,Lithuania,1972,3197645.0
LT,Lithuania,1973,3229598.0
LT,Lithuania,1974,3259277.0
LT,Lithuania,1975,3288510.0
LT,Lithuania,1976,3314794.0
LT,Lithuania,1977,3342533.0
LT,Lithuania,1978,3367538.0
LT,Lithuania,1979,3391490.0
LT,Lithuania,1980,3404194.0
LT,Lithuania,1981,3422210.0
LT,Lithuania,1982,3443684.0
LT,Lithuania,1983,3470673.0
LT,Lithuania,1984,3499711.0
LT,Lithuania,1985,3528698.0
LT,Lithuania,1986,3560388.0
LT,Lithuania,1987,3597439.0
LT,Lithuania,1988,3635295.0
LT,Lithuania,1989,3674802.0
LT,Lithuania,1990,3693708.0
LT,Lithuania,1991,3701968.0
LT,Lithuania,1992,3706299.0
LT,Lithuania,1993,3693929.0
LT,Lithuania,1994,3671296.0
LT,Lithuania,1995,3642991.0
LT,Lithuania,1996,3615212.0
LT,Lithuania,1997,3588013.0
LT,Lithuania,1998,3562261.0
LT,Lithuania,1999,3536401.0
LT,Lithuania,2000,3512074.0
LT,Lithuania,2001,3486998.0
LT,Lithuania,2002,3454637.0
LT,Lithuania,2003,3431497.0
LT,Lithuania,2004,3398929.0
LT,Lithuania,2005,3355220.0
LT,Lithuania,2006,3289835.0
LT,Lithuania,2007,3249983.0
LT,Lithuania,2008,3212605.0
LT,Lithuania,2009,3183856.0
LT,Lithuania,2010,3141976.0
LT,Lithuania,2011,3052588.0
LT,Lithuania,2012,3003641.0
LT,Lithuania,2013,2974637.0
LT,Lithuania,2014,2947862.0
LT,Lithuania,2015,2926644.0
LT,Lithuania,2016,2895573.0
LT,Lithuania,2017,2859077.0
LT,Lithuania,2018,2826200.0
LT,Lithuania,2019,2812200.0
LT,Lithuania,2020,2809977.0
LT,Lithuania,2021,2810761.0
LT,Lithuania,2022,2805998.0
LT,Lithuania,2023,2857279.0
LT,Lithuania,2024,2885891.0
LT,Lithuania,2025,2890664.0
LU,Luxembourg,1960,313050.0
LU,Luxembourg,1961,314889.0
LU,Luxembourg,1962,318800.0
LU,Luxembourg,1963,322700.0
LU,Luxembourg,1964,325500.0
LU,Luxembourg,1965,330000.0
LU,Luxembourg,1966,333000.0
LU,Luxembourg,1967,334790.0
LU,Luxembourg,1968,335200.0
LU,Luxembourg,1969,336500.0
LU,Luxembourg,1970,338507.0
LU,Luxembourg,1971,339841.0
LU,Luxembourg,1972,345000.0
LU,Luxembourg,1973,348200.0
LU,Luxembourg,1974,352700.0
LU,Luxembourg,1975,357400.0
LU,Luxembourg,1976,360500.0
LU,Luxembourg,1977,360962.0
LU,Luxembourg,1978,361753.0
LU,Luxembourg,1979,362261.0
LU,Luxembourg,1980,363450.0
LU,Luxembourg,1981,364850.0
LU,Luxembourg,1982,365600.0
LU,Luxembourg,1983,365450.0
LU,Luxembourg,1984,365794.0
LU,Luxembourg,1985,366202.0
LU,Luxembourg,1986,367210.0
LU,Luxembourg,1987,369500.0
LU,Luxembourg,1988,372000.0
LU,Luxembourg,1989,374900.0
LU,Luxembourg,1990,379300.0
LU,Luxembourg,1991,384400.0
LU,Luxembourg,1992,389600.0
LU,Luxembourg,1993,394750.0
LU,Luxembourg,1994,400200.0
LU,Luxembourg,1995,405650.0
LU,Luxembourg,1996,411600.0
LU,Luxembourg,1997,416850.0
LU,Luxembourg,1998,422050.0
LU,Luxembourg,1999,427350.0
LU,Luxembourg,2000,433600.0
LU,Luxembourg,2001,439000.0
LU,Luxembourg,2002,444050.0
LU,Luxembourg,2003,448300.0
LU,Luxembourg,2004,454960.0
LU,Luxembourg,2005,461230.0
LU,Luxembourg,2006,469086.0
LU,Luxembourg,2007,476187.0
LU,Luxembourg,2008,483799.0
LU,Luxembourg,2009,493500.0
LU,Luxembourg,2010,502066.0
LU,Luxembourg,2011,511840.0
LU,Luxembourg,2012,524853.0
LU,Luxembourg,2013,537039.0
LU,Luxembourg,2014,549680.0
LU,Luxembourg,2015,562958.0
LU,Luxembourg,2016,576249.0
LU,Luxembourg,2017,590667.0
LU,Luxembourg,2018,602005.0
LU,Luxembourg,2019,613894.0
LU,Luxembourg,2020,626108.0
LU,Luxembourg,2021,634730.0
LU,Luxembourg,2022,645397.0
LU,Luxembourg,2023,660809.0
LU,Luxembourg,2024,672050.0
LU,Luxembourg,2025,681973.0
LV,Latvia,1960,2104128.0
LV,Latvia,1961,2137830.0
LV,Latvia,1962,2167531.0
LV,Latvia,1963,2195640.0
LV,Latvia,1964,2226198.0
LV,Latvia,1965,2255048.0
LV,Latvia,1966,2276789.0
LV,Latvia,1967,2289645.0
LV,Latvia,1968,2312795.0
LV,Latvia,1969,2334443.0
LV,Latvia,1970,2351903.0
LV,Latvia,1971,2366424.0
LV,Latvia,1972,2386353.0
LV,Latvia,1973,2404995.0
LV,Latvia,1974,2426642.0
LV,Latvia,1975,2447730.0
LV,Latvia,1976,2464529.0
LV,Latvia,1977,2477449.0
LV,Latvia,1978,2492697.0
LV,Latvia,1979,2503145.0
LV,Latvia,1980,2508761.0
LV,Latvia,1981,2514640.0
LV,Latvia,1982,2524202.0
LV,Latvia,1983,2537958.0
LV,Latvia,1984,2554063.0
LV,Latvia,1985,2570030.0
LV,Latvia,1986,2587716.0
LV,Latvia,1987,2612068.0
LV,Latvia,1988,2641097.0
LV,Latvia,1989,2665770.0
LV,Latvia,1990,2668140.0
LV,Latvia,1991,2658161.0
LV,Latvia,1992,2643000.0
LV,Latvia,1993,2585675.0
LV,Latvia,1994,2540904.0
LV,Latvia,1995,2500580.0
LV,Latvia,1996,2469531.0
LV,Latvia,1997,2444912.0
LV,Latvia,1998,2420789.0
LV,Latvia,1999,2399248.0
LV,Latvia,2000,2381715.0
LV,Latvia,2001,2353384.0
LV,Latvia,2002,2320956.0
LV,Latvia,2003,2299390.0
LV,Latvia,2004,2276520.0
LV,Latvia,2005,2249724.0
LV,Latvia,2006,2227874.0
LV,Latvia,2007,2208840.0
LV,Latvia,2008,2191810.0
LV,Latvia,2009,2162834.0
LV,Latvia,2010,2120504.0
LV,Latvia,2011,2074605.0
LV,Latvia,2012,2044813.0
LV,Latvia,2013,2023825.0
LV,Latvia,2014,2001468.0
LV,Latvia,2015,1986096.0
LV,Latvia,2016,1968957.0
LV,Latvia,2017,1950116.0
LV,Latvia,2018,1934379.0
LV,Latvia,2019,1919968.0
LV,Latvia,2020,1907675.0
LV,Latvia,2021,1893223.0
LV,Latvia,2022,1875757.0
LV,Latvia,2023,1895239.0
LV,Latvia,2024,1878575.0
LV,Latvia,2025,1860565.0
MC,MC,2004,32828.0
MC,MC,2005,33085.0
MC,MC,2024,38367.0
MC,MC,2025,38423.0
MD,MD,2000,3644070.0
MD,MD,2001,3635112.0
MD,MD,2002,3627812.0
MD,MD,2003,3618312.0
MD,MD,2004,3607435.0
MD,MD,2005,3600436.0
MD,MD,2006,3589936.0
MD,MD,2007,3581110.0
MD,MD,2008,3572703.0
MD,MD,2009,3567512.0
MD,MD,2010,3563695.0
MD,MD,2011,3560430.0
MD,MD,2012,3559541.0
MD,MD,2013,3559497.0
MD,MD,2014,3557634.0
MD,MD,2015,2869302.0
MD,MD,2016,2846327.0
MD,MD,2017,2825628.0
MD,MD,2018,2780744.0
MD,MD,2019,2729634.0
MD,MD,2020,2684772.0
MD,MD,2021,2643675.0
MD,MD,2022,2565030.0
MD,MD,2023,2512758.0
MD,MD,2024,2423287.0
MD,MD,2025,2415549.0
ME,ME,2000,603152.0
ME,ME,2001,605988.0
ME,ME,2002,608460.0
ME,ME,2003,610510.0
ME,ME,2004,612214.0
ME,ME,2005,613420.0
ME,ME,2006,613109.0
ME,ME,2007,614624.0
ME,ME,2008,615543.0
ME,ME,2009,617157.0
ME,ME,2010,619001.0
