country_code,year,gdp_meur,population,country_name,gdp_per_capita_eur,gdp_per_capita_usd,us_gdp_pc,ppp_rate
BE,2014,404958.3,11180840.0,Belgium,36218.95134891475,39116.46745682793,,1.2861
BE,2015,415538.0,11237274.0,Belgium,36978.54123695836,39936.82453591503,,1.2387
BE,2016,428467.1,11311117.0,Belgium,37880.17575982991,40910.589820616304,,1.2751
BE,2017,443407.2,11351727.0,Belgium,39060.77022465392,42185.63184262624,,1.2631
BE,2018,459491.8,11398589.0,Belgium,40311.28765148037,43536.190663598805,,1.27
BE,2019,479444.9,11455519.0,Belgium,41852.743642605805,45200.96313401427,,1.2808
BE,2020,463750.9,11522440.0,Belgium,40247.62984229035,43467.44022967358,,1.2818
BE,2021,506047.2,11554767.0,Belgium,43795.53477798384,47299.17756022255,,1.2406
BE,2022,561678.2,11617623.0,Belgium,48347.08442510142,52214.85117910954,,1.2287
BE,2023,601866.5,11742796.0,Belgium,51254.10507003613,55354.43347563902,,1.1989
BE,2024,619914.3,11817096.0,Belgium,52459.10670438829,56655.835240739354,,1.1486
BE,2025,642015.3,11883495.0,Belgium,54025.79796600243,58347.86180328263,,1.2447
BG,1995,14518.4,8427418.0,Bulgaria,1722.7577889218264,1860.5784120355727,,0.1276
BG,1996,9827.9,8384715.0,Bulgaria,1172.1209367283204,1265.8906116665862,,0.0828
BG,1997,10064.7,8340936.0,Bulgaria,1206.663137086773,1303.196188053715,,0.0807
BG,1998,13437.4,8283200.0,Bulgaria,1622.2474406026656,1752.027235850879,,0.1036
BG,1999,12804.2,8230371.0,Bulgaria,1555.7257382443634,1680.1837973039126,,0.0956
BG,2000,14440.0,8190876.0,Bulgaria,1762.9371998794757,1903.9721758698338,,0.1066
BG,2001,15905.3,8149468.0,Bulgaria,1951.6979513263934,2107.8337874325052,,0.1141
BG,2002,17478.3,7868815.0,Bulgaria,2221.2111988908114,2398.9080948020764,,0.1241
BG,2003,18798.3,7805506.0,Bulgaria,2408.3384216218656,2601.005495351615,,0.1318
BG,2004,21093.2,7745147.0,Bulgaria,2723.408606705593,2941.2812952420404,,0.1415
BG,2005,24039.9,7688573.0,Bulgaria,3126.7050465671587,3376.8414502925316,,0.152
BG,2006,27409.6,7629371.0,Bulgaria,3592.642171943139,3880.0535456985904,,0.1671
BG,2007,32464.2,7572673.0,Bulgaria,4287.01992017878,4629.981513793083,,0.1859
BG,2008,37246.1,7518002.0,Bulgaria,4954.255133212255,5350.595543869235,,0.2169
BG,2009,37417.1,7467119.0,Bulgaria,5010.915186968361,5411.78840192583,,0.2351
BG,2010,38289.4,7421766.0,Bulgaria,5159.068609816047,5571.794098601331,,0.229
BG,2011,41479.2,7369431.0,Bulgaria,5628.548527016536,6078.8324091778595,,0.2379
BG,2012,42254.6,7327224.0,Bulgaria,5766.795173724729,6228.138787622707,,0.2342
BG,2013,42055.5,7202556.0,Bulgaria,5838.968832731047,6306.086339349531,,0.2073
BG,2014,43024.0,7117453.0,Bulgaria,6044.859024710104,6528.447746686912,,0.2146
BG,2015,45797.1,7029690.0,Bulgaria,6514.8107526789945,7035.9956128933145,,0.2182
BG,2016,48751.4,6938759.0,Bulgaria,7025.953776460603,7588.030078577452,,0.2365
BG,2017,52501.0,6849518.0,Bulgaria,7664.918903782719,8278.112416085338,,0.2479
BG,2018,55999.7,6757418.0,Bulgaria,8287.14458688215,8950.116153832723,,0.2611
BG,2019,61194.4,6664177.0,Bulgaria,9182.589237950913,9917.196376986987,,0.281
BG,2020,61855.6,6569275.0,Bulgaria,9415.894448017476,10169.166003858874,,0.2999
BG,2021,71343.9,6532117.0,Bulgaria,10922.018083876943,11795.779530587099,,0.3094
BG,2022,86078.2,6482484.0,Bulgaria,13278.582716131656,14340.86933342219,,0.3375
BG,2023,94525.1,6447710.0,Bulgaria,14660.259223817447,15833.079961722844,,0.3429
BG,2024,104767.2,6445481.0,Bulgaria,16254.364879828208,17554.714070214468,,0.3559
BG,2025,116018.3,6437360.0,Bulgaria,18022.65214311457,19464.46431456374,,0.4152
CH,1995,273995.8,7019019.0,Switzerland,39036.19579887161,42159.09146278134,,2.8906
CH,1996,272263.4,7062354.0,Switzerland,38551.36686719471,41635.476216570285,,2.7237
CH,1997,263836.7,7081346.0,Switzerland,37257.987393922005,40238.62638543577,,2.4908
CH,1998,274324.8,7096465.0,Switzerland,38656.54237708493,41749.065767251726,,2.4695
CH,1999,283403.8,7123537.0,Switzerland,39784.1409400976,42966.87221530541,,2.4452
CH,2000,306049.4,7164444.0,Switzerland,42717.81592542282,46135.24119945665,,2.5823
CH,2001,324180.2,7204055.0,Switzerland,44999.68420563141,48599.65894208193,,2.6314
CH,2002,333532.9,7255653.0,Switzerland,45968.69502993046,49646.1906323249,,2.5681
CH,2003,324514.6,7313853.0,Switzerland,44369.855396328036,47919.44382803428,,2.4282
CH,2004,329451.7,7364148.0,Switzerland,44737.24591086437,48316.22558373352,,2.3243
CH,2005,341407.5,7415102.0,Switzerland,46042.185259218284,49725.56007995575,,2.2376
CH,2006,357403.3,7459128.0,Switzerland,47914.89031961913,51748.08154518867,,2.2286
CH,2007,364638.8,7508739.0,Switzerland,48561.92231478548,52446.87609996832,,2.1061
CH,2008,392126.6,7593494.0,Switzerland,51639.81165982353,55770.996592609416,,2.2608
CH,2009,406170.8,7701856.0,Switzerland,52736.74293572874,56955.68237058704,,2.4744
CH,2010,460894.0,7785806.0,Switzerland,59196.69716918197,63932.432942716536,,2.6279
CH,2011,523943.1,7870134.0,Switzerland,66573.59328316392,71899.48074581704,,2.8137
CH,2012,542930.1,7954662.0,Switzerland,68253.06970931009,73713.3152860549,,2.7724
CH,2013,541150.6,8039060.0,Switzerland,67315.15873746433,72700.37143646147,,2.3897
CH,2014,559049.9,8139631.0,Switzerland,68682.46238680845,74177.05937775313,,2.4388
CH,2015,636419.8,8237666.0,Switzerland,77257.29593795136,83437.87961298748,,2.588
CH,2016,631447.6,8327126.0,Switzerland,75830.19639669197,81896.61210842733,,2.5526
CH,2017,625926.6,8419550.0,Switzerland,74342.04915939688,80289.41309214864,,2.404
CH,2018,627171.6,8484130.0,Switzerland,73922.91254377291,79836.74554727475,,2.3289
CH,2019,657857.6,8544527.0,Switzerland,76991.69304515042,83151.02848876246,,2.3561
CH,2020,663105.6,8606033.0,Switzerland,77051.24997777722,83215.3499759994,,2.454
CH,2021,710646.0,8670300.0,Switzerland,81963.25386664821,88520.31417598008,,2.3218
CH,2022,815869.1,8738791.0,Switzerland,93361.78196732249,100830.72452470829,,2.3727
CH,2023,858396.6,8815385.0,Switzerland,97374.82821226753,105164.81446924894,,2.2778
CH,2024,896448.7,8962258.0,Switzerland,100024.87096443775,108026.86064159278,,2.1901
CH,2025,925874.8,9051029.0,Switzerland,102294.97662641451,110478.57475652768,,2.3567
CY,1995,7596.0,645399.0,Cyprus,11769.46354115826,12711.020624450923,,0.8715
CY,1996,7890.1,656333.0,Cyprus,12021.489091665359,12983.208218998589,,0.8493
CY,1997,8414.3,666313.0,Cyprus,12628.149233168195,13638.401171821652,,0.8442
CY,1998,9152.6,675215.0,Cyprus,13555.08986026673,14639.497049088068,,0.8659
CY,1999,9839.7,682862.0,Cyprus,14409.500016108672,15562.260017397366,,0.8856
CY,2000,10804.6,690497.0,Cyprus,15647.569793931038,16899.37537744552,,0.9459
CY,2001,11602.9,697549.0,Cyprus,16633.813538547114,17964.518621630883,,0.9727
CY,2002,12083.0,705539.0,Cyprus,17125.913663170995,18495.986756224676,,0.9568
CY,2003,12871.3,713720.0,Cyprus,18034.10300958359,19476.83125035028,,0.9869
CY,2004,13938.0,722893.0,Cyprus,19280.86175962418,20823.330700394115,,1.0017
CY,2005,15039.3,733067.0,Cyprus,20515.587251915582,22156.83423206883,,0.9971
CY,2006,16263.8,744013.0,Cyprus,21859.564281806903,23608.329424351457,,1.0167
CY,2007,17591.0,757916.0,Cyprus,23209.696061304945,25066.471746209343,,1.0066
CY,2008,19009.5,776333.0,Cyprus,24486.270711151014,26445.172368043095,,1.072
CY,2009,18675.5,796930.0,Cyprus,23434.304142145484,25309.048473517123,,1.0995
CY,2010,19461.1,819140.0,Cyprus,23757.965671313817,25658.602925018924,,1.0547
CY,2011,19858.1,839751.0,Cyprus,23647.60506388203,25539.413468992596,,0.9995
CY,2012,19495.4,862011.0,Cyprus,22616.184712260052,24425.479489240857,,0.9186
CY,2013,18040.3,862854.0,Cyprus,20907.70860423664,22580.325292575573,,0.7422
CY,2014,17482.8,860032.0,Cyprus,20328.080815597557,21954.327280845362,,0.7218
CY,2015,17944.2,860846.0,Cyprus,20844.8433285396,22512.43079482277,,0.6983
CY,2016,19013.8,863764.0,Cyprus,22012.725698223127,23773.743754080977,,0.741
CY,2017,20312.4,869878.0,Cyprus,23350.86069540786,25218.92955104049,,0.7551
CY,2018,21807.8,878601.0,Cyprus,24821.050738617414,26806.73479770681,,0.782
CY,2019,23400.9,890194.0,Cyprus,26287.416001455862,28390.409281572334,,0.8044
CY,2020,22373.6,902429.0,Cyprus,24792.64296692593,26776.054404280007,,0.7896
CY,2021,25679.9,914476.0,Cyprus,28081.546153206862,30328.069845463415,,0.7955
CY,2022,29645.4,929764.0,Cyprus,31884.865406705358,34435.65463924179,,0.8103
CY,2023,32439.2,949084.0,Cyprus,34179.48253263146,36913.84113524198,,0.7995
CY,2024,34770.2,966365.0,Cyprus,35980.400780243486,38858.83284266297,,0.7878
CY,2025,36483.5,982966.0,Cyprus,37115.72933346626,40084.98768014357,,0.8551
CZ,1995,46333.6,10333161.0,Czechia,4483.971555267551,4842.689279688955,,0.332
CZ,1996,53416.0,10321344.0,Czechia,5175.295000341041,5589.318600368324,,0.3656
CZ,1997,55174.6,10309137.0,Czechia,5352.00958140337,5780.17034791564,,0.3578
CZ,1998,60164.9,10299125.0,Czechia,5841.748692243273,6309.088587622735,,0.3732
CZ,1999,61470.4,10289621.0,Czechia,5974.019839992163,6451.941427191537,,0.3672
CZ,2000,67409.2,10278098.0,Czechia,6558.528630491751,7083.210920931091,,0.3965
CZ,2001,76070.6,10232027.0,Czechia,7434.558176986828,8029.322831145774,,0.4347
CZ,2002,87795.9,10201182.0,Czechia,8606.443841507778,9294.9593488284,,0.4808
CZ,2003,88965.6,10192649.0,Czechia,8728.408090968305,9426.68073824577,,0.4777
CZ,2004,96822.8,10195347.0,Czechia,9496.763572637596,10256.504658448604,,0.4934
CZ,2005,110418.8,10198855.0,Czechia,10826.587886581387,11692.714917507898,,0.5262
CZ,2006,124559.0,10223577.0,Czechia,12183.504853536097,13158.185241818985,,0.5667
CZ,2007,138897.5,10254233.0,Czechia,13545.381697490198,14629.012233289415,,0.5875
CZ,2008,161852.2,10343422.0,Czechia,15647.83879068262,16899.66589393723,,0.6851
CZ,2009,149253.1,10425783.0,Czechia,14315.768897165804,15461.03040893907,,0.6717
CZ,2010,159506.1,10462088.0,Czechia,15246.105748680378,16465.79420857481,,0.6768
CZ,2011,166545.5,10486731.0,Czechia,15881.545926943296,17152.06960109876,,0.6712
CZ,2012,163759.4,10505445.0,Czechia,15588.04981607157,16835.093801357296,,0.6332
CZ,2013,160470.0,10516125.0,Czechia,15259.423028919873,16480.176871233463,,0.5417
CZ,2014,158991.5,10512419.0,Czechia,15124.159339539263,16334.092086702405,,0.537
CZ,2015,170527.3,10538275.0,Czechia,16181.70905579898,17476.2457802629,,0.5421
CZ,2016,179145.9,10553843.0,Czechia,16974.470815986177,18332.428481265073,,0.5714
CZ,2017,196738.7,10578820.0,Czechia,18597.414456432758,20085.20761294738,,0.6014
CZ,2018,213505.4,10610055.0,Czechia,20122.93055973791,21732.765004516943,,0.634
CZ,2019,229406.7,10649800.0,Czechia,21540.939735957483,23264.214914834083,,0.6592
CZ,2020,220310.6,10693939.0,Czechia,20601.44536077866,22249.560989640955,,0.6561
CZ,2021,246012.3,10494836.0,Czechia,23441.27149771564,25316.573217532892,,0.664
CZ,2022,286976.8,10516707.0,Czechia,27287.705172351,29470.721586139083,,0.6935
CZ,2023,319099.1,10827529.0,Czechia,29471.09169599084,31828.779031670107,,0.6894
CZ,2024,320786.5,10900555.0,Czechia,29428.455707071796,31782.73216363754,,0.6444
CZ,2025,346583.4,10909500.0,Czechia,31768.95366423759,34310.4699573766,,0.7319
DE,1991,1517932.9,79753227.0,Germany,19032.87123416335,20555.50093289642,,0.9878
DE,1992,1655317.2,80274564.0,Germany,20620.693748022102,22270.349247863873,,1.0789
DE,1993,1774986.2,80974632.0,Germany,21920.274981922732,23673.89698047655,,1.1296
DE,1994,1867918.1,81338093.0,Germany,22964.86223250894,24802.051211109658,,1.1189
DE,1995,1983157.1,81538603.0,Germany,24321.69582302017,26267.431488861785,,1.801
DE,1996,1975310.3,81817499.0,Germany,24142.882930215208,26074.313564632426,,1.7057
DE,1997,1958621.6,82012162.0,Germany,23882.087147025828,25792.654118787897,,1.5966
DE,1998,2008652.6,82057379.0,Germany,24478.63463930526,26436.925410449683,,1.5638
DE,1999,2077240.0,82037011.0,Germany,25320.766501353883,27346.427821462195,,1.5562
DE,2000,2129660.0,82163475.0,Germany,25919.789784937893,27993.37296773293,,1.5668
DE,2001,2195530.0,82259540.0,Germany,26690.27811242319,28825.50036141705,,1.5607
DE,2002,2223360.0,82440309.0,Germany,26969.33122848921,29126.877726768347,,1.5067
DE,2003,2240810.0,82536680.0,Germany,27149.262606637436,29321.203615168433,,1.4858
DE,2004,2293040.0,82531671.0,Germany,27783.758310188583,30006.458975003672,,1.4435
DE,2005,2325710.0,82500849.0,Germany,28190.134140316542,30445.344871541867,,1.37
DE,2006,2426180.0,82437995.0,Germany,29430.36157053553,31784.790496178375,,1.3688
DE,2007,2542220.0,82314906.0,Germany,30884.07827374546,33354.8045356451,,1.3394
DE,2008,2589280.0,82217837.0,Germany,31492.922879982845,34012.35671038148,,1.3788
DE,2009,2493970.0,82002356.0,Germany,30413.39446393467,32846.46602104945,,1.427
DE,2010,2615260.0,81802257.0,Germany,31970.511522683293,34528.15244449796,,1.4192
DE,2011,2746910.0,80222065.0,Germany,34241.327495122445,36980.63369473224,,1.4472
DE,2012,2799280.0,80327900.0,Germany,34848.16607928254,37636.01936562515,,1.4155
DE,2013,2866480.0,80523746.0,Germany,35597.946474074866,38445.78219200086,,1.2638
DE,2014,2984470.0,80767463.0,Germany,36951.38969513008,39907.500870740485,,1.3121
DE,2015,3087030.0,81197537.0,Germany,38018.76404206694,41060.2651654323,,1.2736
DE,2016,3195210.0,82175684.0,Germany,38882.669963538116,41993.28356062117,,1.3089
DE,2017,3333110.0,82521653.0,Germany,40390.73235723962,43621.99094581879,,1.3061
DE,2018,3434030.0,82792351.0,Germany,41477.62394137111,44795.8338566808,,1.3067
DE,2019,3537280.0,83019213.0,Germany,42607.96835065155,46016.605818703676,,1.3039
DE,2020,3450720.0,83166711.0,Germany,41491.60112872565,44810.9292190237,,1.3214
DE,2021,3682340.0,83155031.0,Germany,44282.8287803777,47825.455082807915,,1.2544
DE,2022,3989390.0,83237124.0,Germany,47928.01346668345,51762.25454401813,,1.2181
DE,2023,4219310.0,83118501.0,Germany,50762.585335844786,54823.592162712375,,1.1874
DE,2024,4328970.0,83456045.0,Germany,51871.25749848318,56020.958098361836,,1.1358
DE,2025,4469810.0,83577140.0,Germany,53481.25097365141,57759.75105154353,,1.2321
DK,1995,141320.3,5215718.0,Denmark,27095.08067729122,29262.68713147452,,2.0064
DK,1996,147724.2,5251027.0,Denmark,28132.439616097956,30383.034785385793,,1.9876
DK,1997,152890.7,5275121.0,Denmark,28983.35412590536,31302.022455977793,,1.9376
DK,1998,158043.8,5294860.0,Denmark,29848.532350241556,32236.41493826088,,1.9068
DK,1999,166899.4,5313577.0,Denmark,31409.989918279156,33922.78911174149,,1.9305
DK,2000,177893.5,5330020.0,Denmark,33375.76594459308,36045.82722016053,,2.0175
DK,2001,184146.3,5349212.0,Denmark,34424.939598580124,37178.93476646653,,2.013
DK,2002,189957.5,5368354.0,Denmark,35384.682157696756,38215.4567303125,,1.9768
DK,2003,193641.7,5383507.0,Denmark,35969.43405107489,38846.988775160884,,1.9685
DK,2004,202915.9,5397640.0,Denmark,37593.44824775272,40600.92410757294,,1.9532
DK,2005,213381.8,5411405.0,Denmark,39431.86658548011,42586.415912318516,,1.9164
DK,2006,225930.8,5427459.0,Denmark,41627.361901766555,44957.55085390788,,1.9361
DK,2007,233960.3,5447084.0,Denmark,42951.47642298154,46387.59453682007,,1.8628
DK,2008,242720.1,5475791.0,Denmark,44326.034357410645,47872.1171060035,,1.9406
DK,2009,232270.0,5511451.0,Denmark,42143.16701717932,45514.62037855367,,1.9774
DK,2010,243429.9,5534738.0,Denmark,43982.19030422036,47500.765528558,,1.9525
DK,2011,248105.0,5560628.0,Denmark,44618.16183351952,48187.61478020109,,1.8858
DK,2012,254300.7,5580516.0,Denmark,45569.38820711203,49214.939263681,,1.851
DK,2013,259530.9,5602628.0,Denmark,46323.06481886715,50028.91000437652,,1.6445
DK,2014,265635.7,5627235.0,Denmark,47205.36817815499,50981.79763240739,,1.6762
DK,2015,272193.0,5659715.0,Denmark,48093.05768930061,51940.50230444466,,1.611
DK,2016,282265.1,5707251.0,Denmark,49457.27811865993,53413.86036815273,,1.6648
DK,2017,294355.0,5748769.0,Denmark,51203.13583655909,55299.386703483826,,1.6558
DK,2018,301017.3,5781190.0,Denmark,52068.39768283001,56233.86949745641,,1.6404
DK,2019,308546.2,5806081.0,Denmark,53141.90415187112,57393.25648402081,,1.6262
DK,2020,312118.3,5822763.0,Denmark,53603.126213448835,57891.37631052475,,1.7072
DK,2021,343318.6,5840045.0,Denmark,58786.97852499424,63489.936806993785,,1.6652
DK,2022,380567.4,5873420.0,Denmark,64794.85546751296,69978.443904914,,1.6467
DK,2023,374173.6,5932654.0,Denmark,63070.18747427374,68115.80247221564,,1.4753
DK,2024,392400.7,5961249.0,Denmark,65825.24903757585,71091.26896058192,,1.4413
DK,2025,410372.0,5992734.0,Denmark,68478.26050680707,73956.52134735163,,1.5776
EA20,2013,10057096.5,340884869.0,Eurozone,29502.912609476956,31863.145618235114,,1.0474
EA20,2014,10298332.7,341550723.0,Eurozone,30151.693457255544,32563.82893383599,,1.0706
EA20,2015,10661709.8,342257711.0,Eurozone,31151.116417067373,33643.20573043277,,1.0435
EA20,2016,10952442.0,343444952.0,Eurozone,31889.94898955452,34441.14490871888,,1.0735
EA20,2017,11368245.0,344141575.0,Eurozone,33033.628674477935,35676.31896843617,,1.0682
EA20,2018,11747059.3,344808648.0,Eurozone,34068.343030653916,36793.810473106234,,1.0733
EA20,2019,12140284.1,345712139.0,Eurozone,35116.742313754854,37926.08169885525,,1.0746
EA20,2020,11615802.3,346640106.0,Eurozone,33509.68944141737,36190.464596730766,,1.0672
EA20,2021,12618690.1,346718238.0,Eurozone,36394.65340153234,39306.22567365493,,1.0309
EA20,2022,13758305.8,347104468.0,Eurozone,39637.363008533786,42808.35204921649,,1.0074
EA20,2023,14670744.7,348557873.0,Eurozone,42089.83883717927,45457.02594415361,,0.9846
EA20,2024,15248539.5,350174019.0,Eurozone,43545.60496391367,47029.253361026764,,0.9535
EA20,2025,15835920.4,351639519.0,Eurozone,45034.52980778307,48637.292192405715,,1.0375
EA21,2025,15951938.7,358076879.0,EA21,44548.92129463628,48112.83499820719,,1.0263
EE,1995,2988.1,1448075.0,Estonia,2063.4980922949435,2228.577939678539,,0.1528
EE,1996,3770.0,1425192.0,Estonia,2645.257621429253,2856.8782311435934,,0.1869
EE,1997,4553.7,1405996.0,Estonia,3238.771660801311,3497.873393665416,,0.2165
EE,1998,5067.5,1393074.0,Estonia,3637.638775829568,3928.649877895934,,0.2324
EE,1999,5406.9,1379237.0,Estonia,3920.21095721765,4233.827833795062,,0.2409
EE,2000,6171.6,1401250.0,Estonia,4404.35325602141,4756.701516503123,,0.2662
EE,2001,6982.1,1392720.0,Estonia,5013.283359182033,5414.346027916596,,0.2932
EE,2002,7824.9,1383510.0,Estonia,5655.831905804801,6108.298458269185,,0.316
EE,2003,8746.7,1375190.0,Estonia,6360.357477875785,6869.186076105848,,0.3481
EE,2004,9779.6,1366250.0,Estonia,7157.987191216835,7730.626166514182,,0.3719
EE,2005,11345.4,1358850.0,Estonia,8349.265923391104,9017.207197262393,,0.4058
EE,2006,13571.2,1350700.0,Estonia,10047.53090989857,10851.333382690456,,0.4673
EE,2007,16402.2,1342920.0,Estonia,12213.83254400858,13190.939147529267,,0.5297
EE,2008,16618.9,1338440.0,Estonia,12416.619347897555,13409.94889572936,,0.5436
EE,2009,14132.5,1335740.0,Estonia,10580.277598933924,11426.69980684864,,0.4964
EE,2010,14741.8,1333290.0,Estonia,11056.70934305365,11941.246090497942,,0.4908
EE,2011,16741.9,1329660.0,Estonia,12591.11351774138,13598.40259916069,,0.5322
EE,2012,18086.6,1325217.0,Estonia,13648.028964313015,14739.871281458056,,0.5544
EE,2013,19163.2,1320169.0,Estonia,14515.717305890383,15676.974690361614,,0.5153
EE,2014,20365.6,1315819.0,Estonia,15477.508684705115,16715.709379481526,,0.5496
EE,2015,21010.9,1313271.0,Estonia,15998.906547087387,17278.819070854377,,0.5359
EE,2016,22189.0,1315944.0,Estonia,16861.659766677003,18210.592548011165,,0.5676
EE,2017,24316.1,1315635.0,Estonia,18482.405834444962,19960.99830120056,,0.5977
EE,2018,26438.5,1319133.0,Estonia,20042.330833964428,21645.717300681583,,0.6314
EE,2019,28472.1,1324820.0,Estonia,21491.29693090382,23210.60068537613,,0.6577
EE,2020,27859.3,1328889.0,Estonia,20964.354434418525,22641.50278917201,,0.6677
EE,2021,31453.3,1330068.0,Estonia,23647.888679375792,25539.719773725858,,0.6699
EE,2022,36300.9,1331796.0,Estonia,27257.102439112296,29437.67063424128,,0.6927
EE,2023,38353.4,1365884.0,Estonia,28079.54409012771,30325.90761733793,,0.6568
EE,2024,39847.7,1374687.0,Estonia,28986.743891518578,31305.683402840066,,0.6347
EE,2025,41620.8,1369995.0,Estonia,30380.25686225132,32810.67741123143,,0.6999
EL,1995,103206.4,10535973.0,EL,9795.621154306298,10579.270846650803,,0.7254
EL,1996,112262.3,10588332.0,EL,10602.453719811581,11450.650017396509,,0.7491
EL,1997,122477.8,10629267.0,EL,11522.694838693957,12444.510425789475,,0.7703
EL,1998,124754.4,10693250.0,EL,11666.649521894653,12599.981483646226,,0.7453
EL,1999,134588.8,10747768.0,EL,12522.48839014761,13524.28746135942,,0.7696
EL,2000,137827.6,10775627.0,EL,12790.680301016358,13813.934725097668,,0.7732
EL,2001,147438.7,10835989.0,EL,13606.390704161844,14694.901960494792,,0.7957
EL,2002,158902.3,10888274.0,EL,14593.892475519995,15761.403873561596,,0.8153
EL,2003,174096.0,10915770.0,EL,15949.035203196843,17224.95801945259,,0.8728
EL,2004,188905.2,10940369.0,EL,17266.80334091108,18648.14760818397,,0.8971
EL,2005,194773.4,10969912.0,EL,17755.238145939547,19175.657197614713,,0.8629
EL,2006,214298.9,11004716.0,EL,19473.369417257112,21031.23897063768,,0.9057
EL,2007,229282.8,11036008.0,EL,20775.882003710038,22437.952564006842,,0.901
EL,2008,238735.4,11060937.0,EL,21583.650643702247,23310.34269519843,,0.9449
EL,2009,234322.6,11094745.0,EL,21120.142914505923,22809.7543476664,,0.991
EL,2010,223590.5,11119289.0,EL,20108.34505695463,21717.012661511002,,0.8926
EL,2012,185899.2,11072725.0,EL,16788.929554377988,18132.043918728228,,0.6819
EL,2013,178113.9,10980006.0,EL,16221.657802372785,17519.390426562608,,0.5759
EL,2014,176071.8,10894294.0,EL,16161.836645862504,17454.783577531507,,0.5739
EL,2015,175362.9,10818041.0,EL,16210.226971777976,17507.045129520215,,0.543
EL,2016,174448.2,10735415.0,EL,16249.786338022332,17549.76924506412,,0.547
EL,2017,177378.5,10707527.0,EL,16565.77657940998,17891.038705762778,,0.5357
EL,2018,180615.7,10667336.0,EL,16931.65941337181,18286.192166441557,,0.5334
EL,2019,185181.2,10635213.0,EL,17412.0819206912,18805.048474346495,,0.5328
EL,2020,167539.5,10612591.0,EL,15786.86109735125,17049.80998513935,,0.5028
EL,2021,184574.6,10555344.0,EL,17486.365200414122,18885.274416447253,,0.4953
EL,2022,207008.7,10461627.0,EL,19787.42885786312,21370.42316649217,,0.5029
EL,2023,224686.2,10401868.0,EL,21600.562514348385,23328.607515496256,,0.5053
EL,2024,236736.0,10375764.0,EL,22816.247555360744,24641.547359789605,,0.4996
EL,2025,248353.7,10372335.0,EL,23943.856421914643,25859.364935667814,,0.5516
ES,1995,469819.9,39639726.0,Spain,11852.248928259494,12800.428842520254,,0.8777
ES,1996,506096.6,39808374.0,Spain,12713.32006677791,13730.385672120143,,0.8982
ES,1997,520533.1,39971329.0,Spain,13022.661818424902,14064.474763898896,,0.8706
ES,1998,552906.5,40143449.0,Spain,13773.268460315903,14875.129937141177,,0.8799
ES,1999,595242.0,40303568.0,Spain,14768.965368028954,15950.482597471271,,0.9077
ES,2000,647569.0,40470182.0,Spain,16001.138813756756,17281.229918857298,,0.9673
ES,2001,700958.0,40665545.0,Spain,17237.147565586543,18616.11937083347,,1.008
ES,2002,749744.0,41035278.0,Spain,18270.71818545984,19732.37564029663,,1.0207
ES,2003,802683.0,41827838.0,Spain,19190.162302914152,20725.375287147286,,1.0502
ES,2004,860059.0,42547451.0,Spain,20214.11341422075,21831.24248735841,,1.0502
ES,2005,928122.0,43296338.0,Spain,21436.501165525824,23151.421258767892,,1.0418
ES,2006,1004976.0,44009971.0,Spain,22835.188871176488,24662.00398087061,,1.0621
ES,2007,1077541.0,44784666.0,Spain,24060.489811401072,25985.32899631316,,1.0435
ES,2008,1112432.0,45668939.0,Spain,24358.612754283608,26307.3017746263,,1.0664
ES,2009,1072990.0,46239273.0,Spain,23205.165877067313,25061.5791472327,,1.0888
ES,2010,1077145.0,46486619.0,Spain,23171.076390821196,25024.762502086895,,1.0286
ES,2011,1068690.0,46667174.0,Spain,22900.251041556534,24732.27112488106,,0.9679
ES,2012,1035964.0,46818219.0,Spain,22127.368834769215,23897.558341550754,,0.8988
ES,2013,1025652.0,46712650.0,Spain,21956.622028508336,23713.151790789005,,0.7795
ES,2014,1038949.0,46495744.0,Spain,22345.034418634103,24132.637172124832,,0.7934
ES,2015,1087112.0,46425722.0,Spain,23416.157103598733,25289.449671886632,,0.7844
ES,2016,1122967.0,46418884.0,Spain,24192.029261194646,26127.391602090218,,0.8143
ES,2017,1170024.0,46497393.0,Spain,25163.217215210323,27176.27459242715,,0.8137
ES,2018,1212276.0,46645070.0,Spain,25989.37036647174,28068.51999578948,,0.8188
ES,2019,1253710.0,46918951.0,Spain,26720.75937929644,28858.420129640155,,0.8177
ES,2020,1129214.0,47318050.0,Spain,23864.339295469697,25773.486439107273,,0.76
ES,2021,1235474.0,47400798.0,Spain,26064.41351472606,28149.566595904147,,0.7383
