idx,title,company,region,ccaa,role,experience,salary_est_eur,regional_mult,is_data,is_it_software,gdp_per_capita
215,Senior Data Analyst/Scientist,Domestika,Catalonia,Catalonia,data_analyst,Senior,52630.9,1.0741,True,False,28590.0
216,Data Engineer,Michael Page,Catalonia,Catalonia,data_engineer,Mid,46723.35,1.0741,True,True,28590.0
217,Senior Data Analyst,Senior Data Analyst,,Total Nacional,data_analyst,Senior,49000.0,1.0,True,False,
218,Data Analyst - Qcommerce - Partner Operations,Glovo,Catalonia,Catalonia,data_analyst,Mid,39204.65,1.0741,True,False,28590.0
219,CONSULTOR BI,SETESCA,Catalonia,Catalonia,backend,Mid,38130.55,1.0741,True,False,28590.0
220,Big Data engineer,GMV,Catalonia,Catalonia,data_engineer,Mid,46723.35,1.0741,True,True,28590.0
221,Data Engineer,INNOCV Solutions,,Total Nacional,data_engineer,Mid,43500.0,1.0,True,True,
222,Junior Big Data Developer (Tech Support) - Google Cloud Platform,Webhelp,Catalonia,Catalonia,data_analyst,Junior,27926.6,1.0741,True,True,28590.0
223,Senior Intelligence Analyst (Remote),CrowdStrike,Catalonia,Catalonia,backend,Senior,51556.8,1.0741,True,False,28590.0
225,Senior Data Analyst,Adevinta,Catalonia,Catalonia,data_analyst,Senior,52630.9,1.0741,True,False,28590.0
226,Data Engineer,Toptal,Catalonia,Catalonia,data_engineer,Mid,46723.35,1.0741,True,True,28590.0
227,Data Engineer (Returnly),Affirm,,Total Nacional,data_engineer,Mid,43500.0,1.0,True,True,
228,Consultor/a Analytics Qlik Sense,NUNSYS,,Total Nacional,data_analyst,Mid,36500.0,1.0,True,False,
229,Data Analyst,Wallapop,Catalonia,Catalonia,data_analyst,Mid,39204.65,1.0741,True,False,28590.0
230,Data Migration Analyst,Accenture España,Catalonia,Catalonia,data_analyst,Mid,39204.65,1.0741,True,False,28590.0
231,Master Data Analyst,Page Personnel,Catalonia,Catalonia,data_analyst,Mid,39204.65,1.0741,True,False,28590.0
232,Data Analyst,Goin,Catalonia,Catalonia,data_analyst,Mid,39204.65,1.0741,True,False,28590.0
233,Power BI Consultant (I&D),Capgemini,Catalonia,Catalonia,data_analyst,Mid,39204.65,1.0741,True,False,28590.0
234,Data Analyst/Web Analyst (M/F),Wipro,Catalonia,Catalonia,data_analyst,Mid,39204.65,1.0741,True,False,28590.0
235,Junior Data Analyst,NTT DATA Business Solutions Spain,Catalonia,Catalonia,data_analyst,Junior,27926.6,1.0741,True,False,28590.0
237,Data Science,Accenture España,Catalonia,Catalonia,data_scientist,Mid,45112.2,1.0741,True,False,28590.0
238,Data Analyst,Product Madness 📱🎮,Catalonia,Catalonia,data_analyst,Mid,39204.65,1.0741,True,False,28590.0
239,Data Engineer (P.A-0104),M Digital Partner,Catalonia,Catalonia,data_engineer,Mid,46723.35,1.0741,True,True,28590.0
240,Junior Data Scientist,Allianz Technology,Catalonia,Catalonia,data_scientist,Junior,32223.0,1.0741,True,False,28590.0
241,Data Engineer,Kiteris,Catalonia,Catalonia,data_engineer,Mid,46723.35,1.0741,True,True,28590.0
242,Business Intelligence Developer / Analyst (f/m/d).,wefox,Catalonia,Catalonia,data_analyst,Mid,39204.65,1.0741,True,True,28590.0
243,Business Intelligence Specialist,Tech Data,Catalonia,Catalonia,data_analyst,Mid,39204.65,1.0741,True,False,28590.0
244,Senior Product Data Analyst - Experimentation,Kiwi.com,Catalonia,Catalonia,data_analyst,Senior,52630.9,1.0741,True,False,28590.0
245,Data Analyst / BI Developer,Knossos Consulting,Catalonia,Catalonia,data_analyst,Mid,39204.65,1.0741,True,True,28590.0
246,Ingeniero/a Big Data,open3s,Catalonia,Catalonia,data_analyst,Mid,39204.65,1.0741,True,False,28590.0
247,Google Professional Data Engineer,Accenture España,Catalonia,Catalonia,data_engineer,Mid,46723.35,1.0741,True,True,28590.0
248,Web Analyst - Adobe Analytics,Tech Data,Catalonia,Catalonia,data_analyst,Mid,39204.65,1.0741,True,False,28590.0
249,Data Engineer,The Cocktail,,Total Nacional,data_engineer,Mid,43500.0,1.0,True,True,
