Title,Experience Level,Remote Status,Normalized Salary,Views,Applies,Location,Company Name,Formatted Work Type,Formatted Experience Level,Max Salary,Med Salary,Min Salary,Pay Period,Currency,Zip Code,Fips,City,Original Listed Time
senior data engineer,Mid-Senior,Unknown,177500.0,60.0,30.0,"norwalk, ct",provision people,Full-time,Mid-Senior level,185000.0,,170000.0,YEARLY,USD,6850.0,9001.0,norwalk,1713279660000.0
"hybrid digital marketing analyst (up to $125k, google analytics cert)",Mid-Senior,Unknown,120000.0,31.0,3.0,"allentown, pa",#twiceasnice recruiting,Full-time,Mid-Senior level,125000.0,,115000.0,YEARLY,USD,18101.0,42077.0,allentown,1713279461000.0
data analyst,Mid-Senior,Unknown,,334.0,181.0,"richmond, va","lancesoft, inc.",Contract,Mid-Senior level,,,,,,23219.0,51760.0,richmond,1713279876000.0
data engineer(informatica / snaplogic/ sql),Unknown,Unknown,,62.0,,"dallas, tx",mastech digital,Full-time,,,,,,,75201.0,48113.0,dallas,1713279867000.0
data engineer,Mid-Senior,Unknown,,432.0,143.0,"los angeles, ca",integration international inc.,Contract,Mid-Senior level,,,,,,90001.0,6037.0,los angeles,1713280452000.0
"data analyst, business intelligence",Unknown,Unknown,100000.0,132.0,70.0,"garden city, ny","healthcare partners, new york",Full-time,,110000.0,,90000.0,YEARLY,USD,11530.0,36059.0,garden city,1713279645000.0
data engineer,Unknown,Unknown,,154.0,55.0,"santa clara, ca","hanker systems, inc.",Contract,,,,,,,95050.0,6085.0,santa clara,1713280172000.0
"director, pricing science & analytics",Director,Unknown,,24.0,,"chicago, il",mcdonald's,Full-time,Director,,,,,,60601.0,17031.0,chicago,1713280593000.0
data analyst,Mid-Senior,Unknown,134160.0,197.0,79.0,"san jose, ca",russell tobin,Contract,Mid-Senior level,69.0,,60.0,HOURLY,USD,95101.0,6085.0,san jose,1713280831000.0
etl data architect,Unknown,Unknown,,43.0,20.0,"denver, co",betasharpinc,Contract,,,,,,,80202.0,8031.0,denver,1713281085000.0
information technology analyst principal – enterprise data manager,Associate,Unknown,138236.88,31.0,2.0,"solano county, ca",solano county,Full-time,Associate,151683.43,,124790.33,YEARLY,USD,91351.0,6037.0,solano county,1713280610000.0
principal data scientist,Unknown,Unknown,,166.0,32.0,"round rock, tx","denken solutions, inc.",Contract,,,,,,,78664.0,48491.0,round rock,1713280672000.0
machine learning engineer,Unknown,Unknown,,152.0,37.0,"new york, ny",cloud resources llc,Contract,,,,,,,10001.0,36061.0,new york,1713280836000.0
data analyst,Mid-Senior,Unknown,72500.0,221.0,94.0,"herndon, va",numero data,Contract,Mid-Senior level,75000.0,,70000.0,YEARLY,USD,20170.0,,herndon,1713280903000.0
marketing and sales data analyst - only w2,Unknown,Remote,,128.0,30.0,"troy, mi",patton labs inc,Contract,,,,,,,48083.0,26125.0,troy,1713280351000.0
senior manager of talent acquisition analytics & business intelligence (direct-hire / remote),Mid-Senior,Remote,165000.0,372.0,120.0,"memphis, tn",vaco,Full-time,Mid-Senior level,170000.0,,160000.0,YEARLY,USD,38103.0,47157.0,memphis,1713281163000.0
data analyst,Associate,Remote,,65.0,25.0,united states,brooksource,Contract,Associate,,,,,,,,united states,1713293214000.0
analytics manager,Mid-Senior,Unknown,,18.0,5.0,"chicago, il",assembly health,Full-time,Mid-Senior level,,,,,,60601.0,17031.0,chicago,1713206475000.0
data engineer,Associate,Remote,125000.0,106.0,59.0,"new jersey, united states",best high technologies llc (bht),Full-time,Associate,130000.0,,120000.0,YEARLY,USD,,,new jersey,1713209692000.0
data analyst,Mid-Senior,Unknown,103500.0,29.0,12.0,"washington, dc",hruckus,Contract,Mid-Senior level,107000.0,,100000.0,YEARLY,USD,20001.0,11001.0,washington,1713209047000.0
business intelligence administrator,Mid-Senior,Unknown,125155.0,13.0,4.0,los angeles metropolitan area,capgemini,Full-time,Mid-Senior level,144100.0,,106210.0,YEARLY,USD,,,los angeles metropolitan area,1713209233000.0
"senior data scientist analytics, crypto",Mid-Senior,Unknown,,27.0,3.0,"new york, ny",robinhood,Full-time,Mid-Senior level,,,,,,10001.0,36061.0,new york,1713139200000.0
data analyst,Entry Level,Unknown,,196.0,38.0,"charlotte, nc",tata consultancy services,Full-time,Entry level,,,,,,28202.0,37119.0,charlotte,1713211508000.0
data analytics consultant,Mid-Senior,Unknown,,4.0,,"arlington, va",guidehouse,Full-time,Mid-Senior level,,,,,,22201.0,51013.0,arlington,1713212426000.0
"manager, business intelligence support",Mid-Senior,Remote,,14.0,2.0,"georgia, united states",white cap,Full-time,Mid-Senior level,,,,,,,,georgia,1713387475000.0
intermediate data analyst,Entry Level,Unknown,,4.0,,"mclean, va",mitre,Full-time,Entry level,,,,,,22101.0,51059.0,mclean,1713312000000.0
"staff data engineer, marketing technology",Unknown,Remote,261100.0,8.0,1.0,united states,thumbtack,Full-time,,308000.0,,214200.0,YEARLY,USD,,,united states,1713387833000.0
data architect,Mid-Senior,Unknown,162500.0,5.0,1.0,"meridian, id",experis,Full-time,Mid-Senior level,175000.0,,150000.0,YEARLY,USD,83642.0,16001.0,meridian,1713312000000.0
senior data engineer,Mid-Senior,Unknown,,8.0,5.0,"norwalk, ct",provision people,Full-time,Mid-Senior level,,,,,,6850.0,9001.0,norwalk,1713388814000.0
senior data scientist,Mid-Senior,Remote,160000.0,9.0,2.0,united states,"sprout social, inc.",Full-time,Mid-Senior level,175000.0,,145000.0,YEARLY,USD,,,united states,1713388397000.0
sr aws data engineer,Mid-Senior,Remote,,30.0,10.0,"pennsylvania, united states",yash technologies,Full-time,Mid-Senior level,,,,,,,,pennsylvania,1713388841000.0
azure data engineer,Mid-Senior,Unknown,,80.0,32.0,"new york, united states",esb technologies,Contract,Mid-Senior level,,,,,,,,new york,1713389390000.0
cloud data analyst,Mid-Senior,Remote,98800.0,72.0,25.0,united states,insight global,Contract,Mid-Senior level,50.0,,45.0,HOURLY,USD,,,united states,1713389420000.0
data engineer,Unknown,Unknown,,34.0,18.0,"cupertino, ca",brillius,Contract,,,,,,,95014.0,6085.0,cupertino,1713390463000.0
data analyst,Unknown,Unknown,109103.5,4.0,,"washington, dc",ibm,Full-time,,130924.0,,87283.0,YEARLY,USD,20001.0,11001.0,washington,1713391412000.0
"manager, digital analytics",Mid-Senior,Unknown,,118.0,22.0,new york city metropolitan area,grubhub,Full-time,Mid-Senior level,,,,,,,,new york city metropolitan area,1713390071000.0
vp-business data architect,Unknown,Unknown,136200.0,36.0,3.0,"chicago, il","nuveen, a tiaa company",Full-time,,160400.0,,112000.0,YEARLY,USD,60601.0,17031.0,chicago,1713390262000.0
product data manager,Unknown,Unknown,,13.0,1.0,"roswell, ga",siteone landscape supply,Full-time,,,,,,,30075.0,13089.0,roswell,1713390550000.0
data architect,Unknown,Remote,,27.0,5.0,united states,r1 rcm,Full-time,,,,,,,,,united states,1713392235000.0
"power bi data engineer, semantic layer",Unknown,Remote,,60.0,13.0,united states,r1 rcm,Full-time,,,,,,,,,united states,1713392236000.0
cloud data engineer,Entry Level,Remote,,112.0,30.0,united states,valvoline global operations,Full-time,Entry level,,,,,,,,united states,1713393174000.0
ibm tm1 / planning analytics consultants,Mid-Senior,Remote,,21.0,2.0,united states,private consultancy,Full-time,Mid-Senior level,,,,,,,,united states,1713392808000.0
data engineer,Mid-Senior,Remote,126880.0,503.0,188.0,united states,the carrera agency,Contract,Mid-Senior level,68.0,,54.0,HOURLY,USD,,,united states,1713394772000.0
business intelligence developer,Mid-Senior,Unknown,,26.0,5.0,"lehi, ut",career movement,Full-time,Mid-Senior level,,,,,,84043.0,49049.0,lehi,1713394735000.0
business intelligence analyst,Unknown,Remote,,182.0,64.0,"dallas, tx",emergere technologies llc.,Contract,,,,,,,75201.0,48113.0,dallas,1713393204000.0
compliance and operational risk specialist- gwim analytics,Mid-Senior,Unknown,,26.0,3.0,"charlotte, nc",bank of america,Full-time,Mid-Senior level,,,,,,28202.0,37119.0,charlotte,1713392822000.0
data engineer,Unknown,Unknown,,82.0,36.0,"mclean, va",sage it,Contract,,,,,,,22101.0,51059.0,mclean,1713391809000.0
entry level data scientist,Unknown,Remote,,214.0,,united states,topgrads,Full-time,,,,,,,,,united states,1713394066000.0
data scientist,Mid-Senior,Unknown,,88.0,6.0,"colorado springs, co",air force civilian service,Full-time,Mid-Senior level,,,,,,80902.0,,colorado springs,1713392280000.0
data analyst,Associate,Unknown,80500.0,528.0,166.0,"seattle, wa",ascendion,Full-time,Associate,82000.0,,79000.0,YEARLY,USD,98101.0,53033.0,seattle,1713394185000.0
business intelligence analyst,Associate,Unknown,,136.0,57.0,"florham park, nj",pcs wireless,Part-time,Associate,,,,,,7932.0,34027.0,florham park,1713394627000.0
sustainability data analyst,Associate,Remote,,141.0,26.0,united states,uc san diego,Temporary,Associate,,,,,,,,united states,1713395099000.0
senior software/data engineer,Unknown,Unknown,150000.0,64.0,20.0,"beverly hills, ca",checchi capital advisers,Full-time,,200000.0,,100000.0,YEARLY,USD,90210.0,6037.0,beverly hills,1713397590000.0
senior azure data engineer with hadoop and sql,Mid-Senior,Unknown,,87.0,53.0,"bellevue, wa","applab systems, inc",Contract,Mid-Senior level,,,,,,98004.0,53033.0,bellevue,1713405341000.0
data analyst ii/iii,Mid-Senior,Unknown,,25.0,3.0,"university, ms",university of mississippi,Full-time,Mid-Senior level,,,,,,,,university,1713404040000.0
sr manager of analytics,Unknown,Remote,135000.0,181.0,41.0,"los angeles, ca",24 seven talent,Full-time,,140000.0,,130000.0,YEARLY,USD,90001.0,6037.0,los angeles,1713396641000.0
oracle business intelligence consultant,Mid-Senior,Unknown,,26.0,7.0,"chicago, il",mitchell martin inc.,Contract,Mid-Senior level,,,,,,60601.0,17031.0,chicago,1713406876000.0
data analyst,Associate,Unknown,,77.0,35.0,"chicago, il",epsilon,Full-time,Associate,,,,,,60601.0,17031.0,chicago,1713408848000.0
data analyst,Associate,Unknown,,29.0,9.0,"atlanta, ga",epsilon,Full-time,Associate,,,,,,30303.0,13121.0,atlanta,1713408848000.0
data analyst,Associate,Unknown,,69.0,14.0,"irving, tx",epsilon,Full-time,Associate,,,,,,75038.0,48113.0,irving,1713408849000.0
data engineer - python [74476],Mid-Senior,Unknown,118560.0,215.0,,"orlando, fl",onward play,Contract,Mid-Senior level,64.0,,50.0,HOURLY,USD,32801.0,12095.0,orlando,1713276846000.0
senior data engineer (hybrid),Associate,Unknown,,98.0,36.0,"plano, tx",fannie mae,Full-time,Associate,,,,,,75023.0,48085.0,plano,1713276407000.0
senior data analyst,Unknown,Remote,,133.0,41.0,united states,cyma systems inc,Contract,,,,,,,,,united states,1713277564000.0
data scientist,Mid-Senior,Unknown,,17.0,3.0,"huntsville, al",guidehouse,Full-time,Mid-Senior level,,,,,,35801.0,1089.0,huntsville,1713277220000.0
computer vision/ machine learning engineer,Mid-Senior,Remote,145600.0,213.0,,"los angeles, ca",akkodis,Contract,Mid-Senior level,,70.0,,HOURLY,USD,90001.0,6037.0,los angeles,1713277986000.0
data analyst,Entry Level,Unknown,,46.0,17.0,"spartanburg, sc",oshkosh defense,Full-time,Entry level,,,,,,29301.0,45083.0,spartanburg,1713278261000.0
lead data engineer with strong scala (10 years minimum),Mid-Senior,Unknown,,27.0,14.0,"bristol, ct",info services,Contract,Mid-Senior level,,,,,,6010.0,9003.0,bristol,1713277705000.0
projects & services business data analyst intern - summer,Internship,Unknown,,104.0,36.0,"new jersey, united states","eos energy enterprises, inc.",Full-time,Internship,,,,,,,,new jersey,1713225600000.0
data manager,Mid-Senior,Unknown,95500.0,27.0,2.0,"bethesda, md",camris,Full-time,Mid-Senior level,111000.0,,80000.0,YEARLY,USD,20814.0,24031.0,bethesda,1713279109000.0
it product support analyst/data analyst,Unknown,Unknown,,122.0,45.0,"wichita, ks",hirexa solutions,Contract,,,,,,,67202.0,20173.0,wichita,1713279718000.0
"account specialist, data analytics",Entry Level,Remote,,31.0,3.0,united states,circana,Full-time,Entry level,,,,,,,,united states,1713139200000.0
analytics & project governance intern,Internship,Unknown,,34.0,9.0,"manchester, nh",sequel med tech,Internship,Internship,,,,,,3101.0,33011.0,manchester,1713279270000.0
"manager/senior manager, us cell therapy commercialization analytics",Mid-Senior,Unknown,,26.0,1.0,"madison, nj",bristol myers squibb,Full-time,Mid-Senior level,,,,,,7940.0,34027.0,madison,1713280438000.0
analytics and integration engineer,Mid-Senior,Unknown,,16.0,1.0,new york city metropolitan area,techtriad,Contract,Mid-Senior level,,,,,,,,new york city metropolitan area,1713448696000.0
data architect,Unknown,Remote,,21.0,4.0,united states,cloudingest,Contract,,,,,,,,,united states,1713448626000.0
data scientist,Mid-Senior,Unknown,,3.0,,"pittsburgh, pa",insight global,Full-time,Mid-Senior level,,,,,,15201.0,42003.0,pittsburgh,1713448660000.0
api data engineer,Unknown,Unknown,,110.0,49.0,"charlotte, nc",siaraa,Contract,,,,,,,28202.0,37119.0,charlotte,1713450968000.0
generative ai engineer,Unknown,Unknown,,21.0,2.0,"denver, co",innomethods corporation,Contract,,,,,,,80202.0,8031.0,denver,1713449873000.0
clinical data analyst,Mid-Senior,Unknown,95680.0,13.0,3.0,"greater orlando, fl",insight global,Contract,Mid-Senior level,52.0,,40.0,HOURLY,USD,32801.0,12095.0,greater orlando,1713449487000.0
senior financial analyst- analytics and decision support- hybrid,Mid-Senior,Unknown,,4.0,2.0,greater philadelphia,solomonedwards,Full-time,Mid-Senior level,,,,,,,,greater philadelphia,1713450390000.0
remote data scientist,Mid-Senior,Remote,130000.0,289.0,100.0,united states,insight global,Contract,Mid-Senior level,70.0,,55.0,HOURLY,USD,,,united states,1713450881000.0
looking for senior data architect position in -remote,Associate,Remote,,3.0,,united states,configusa,Contract,Associate,,,,,,,,united states,1713450653000.0
lead data engineer,Unknown,Unknown,,157.0,53.0,"columbia, tn","collaborate solutions, inc",Contract,,,,,,,38401.0,47119.0,columbia,1713451450000.0
lead data scientist,Unknown,Unknown,,96.0,24.0,"virginia beach, va",intellisoft technologies,Contract,,,,,,,23451.0,51810.0,virginia beach,1713452034000.0
data analyst,Unknown,Unknown,89440.0,131.0,,"orlando, fl",sun technologies,Contract,,,43.0,,HOURLY,USD,32801.0,12095.0,orlando,1713452052000.0
senior data engineer,Mid-Senior,Unknown,,959.0,566.0,"georgia, united states",chabeztech llc,Contract,Mid-Senior level,,,,,,,,georgia,1713451492000.0
data analyst,Unknown,Remote,,220.0,47.0,"plano, tx",dataannotation,Contract,,,,,,,75023.0,48085.0,plano,1713452296000.0
lead data engineer,Mid-Senior,Unknown,202500.0,6.0,,new york city metropolitan area,coast,Full-time,Mid-Senior level,220000.0,,185000.0,YEARLY,USD,,,new york city metropolitan area,1713451587000.0
lead data engineer,Unknown,Unknown,,176.0,54.0,"atlanta, ga",sumeru inc,Contract,,,,,,,30303.0,13121.0,atlanta,1713450955000.0
gcp data engineer,Associate,Remote,115000.0,149.0,56.0,united states,info services,Contract,Associate,,115000.0,,YEARLY,USD,,,united states,1713451575000.0
nlp data scientist - python | machine learning | ai - hybrid - ts/sci - tampa or dc,Unknown,Unknown,,12.0,1.0,"arlington, virginia, united states",deloitte,Full-time,,,,,,,,,arlington,1713452508000.0
business intelligence analyst,Associate,Unknown,87500.0,192.0,62.0,"smyrna, ga",fortune brands innovations,Full-time,Associate,95000.0,,80000.0,YEARLY,USD,30080.0,13067.0,smyrna,1713450554000.0
gcp data architect,Mid-Senior,Unknown,,17.0,5.0,"san jose, ca",swift strategic solutions inc,Full-time,Mid-Senior level,,,,,,95101.0,6085.0,san jose,1713452129000.0
senior associate data engineer,Mid-Senior,Remote,,28.0,11.0,"arlington, va",publicis sapient,Full-time,Mid-Senior level,,,,,,22201.0,51013.0,arlington,1713452270000.0
senior machine learning engineer,Mid-Senior,Remote,,78.0,31.0,united states,tiger analytics,Full-time,Mid-Senior level,,,,,,,,united states,1713452413000.0
senior data architect,Unknown,Unknown,,101.0,15.0,"fort washington, pa",techera global inc,Contract,,,,,,,19034.0,42091.0,fort washington,1713452618000.0
principal data scientist,Unknown,Unknown,,35.0,6.0,"westwood, ma",citizens,Full-time,,,,,,,2090.0,25021.0,westwood,1713452419000.0
data analyst,Unknown,Remote,,139.0,15.0,salt lake city metropolitan area,dataannotation,Contract,,,,,,,,,salt lake city metropolitan area,1713452371000.0
senior data analyst,Mid-Senior,Unknown,,11.0,2.0,"detroit, mi",rocket mortgage,Full-time,Mid-Senior level,,,,,,48201.0,26163.0,detroit,1713452585000.0
data analyst,Unknown,Remote,,208.0,37.0,"irving, tx",dataannotation,Contract,,,,,,,75038.0,48113.0,irving,1713453317000.0
senior data analyst - cloud solutions,Mid-Senior,Unknown,,25.0,3.0,"tampa, fl",mhk,Full-time,Mid-Senior level,,,,,,33602.0,12057.0,tampa,1713398400000.0
business intelligence expert,Associate,Unknown,,35.0,3.0,"lake mary, fl","zillion technologies, inc.",Contract,Associate,,,,,,32746.0,12117.0,lake mary,1713456782000.0
"2024 internship, summer - strategy and analytics",Entry Level,Unknown,,30.0,3.0,"harrison, nj",new york red bulls,Internship,Entry level,,,,,,7029.0,34017.0,harrison,1713455830000.0
lead data scientist,Mid-Senior,Unknown,166000.0,26.0,2.0,"davidson, nc",trane technologies,Full-time,Mid-Senior level,189200.0,,142800.0,YEARLY,USD,28036.0,37097.0,davidson,1713312000000.0
master data manager,Mid-Senior,Unknown,112500.0,25.0,1.0,"santa clarita, ca",drinkpak,Full-time,Mid-Senior level,120000.0,,105000.0,YEARLY,USD,91350.0,6037.0,santa clarita,1713456923000.0
senior data analyst,Unknown,Remote,,5.0,1.0,"alpharetta, ga",msrcosmos llc,Full-time,,,,,,,30004.0,,alpharetta,1713458295000.0
manager strategic analytics,Mid-Senior,Unknown,,10.0,1.0,"fort lauderdale, fl",sixt,Full-time,Mid-Senior level,,,,,,33301.0,12011.0,fort lauderdale,1713312000000.0
data analyst,Unknown,Unknown,,16.0,3.0,"juno beach, fl",snva technologies,Contract,,,,,,,34217.0,12081.0,juno beach,1713458620000.0
senior data analyst,Unknown,Unknown,119050.0,80.0,43.0,"san francisco, ca",autodesk,Full-time,,150700.0,,87400.0,YEARLY,USD,94101.0,6075.0,san francisco,1713456890000.0
bioinformatics data engineer,Unknown,Remote,,134.0,52.0,united states,united consulting hub,Contract,,,,,,,,,united states,1713457491000.0
lead bigdata engineer (scala),Unknown,Remote,,51.0,6.0,"passaic county, nj",psrtek,Contract,,,,,,,7055.0,34031.0,passaic county,1713457698000.0
data engineer,Mid-Senior,Unknown,,112.0,54.0,"grand rapids, mi",randstad digital americas,Full-time,Mid-Senior level,,,,,,49503.0,26081.0,grand rapids,1713458364000.0
