dataset,job_title,role_normalized,seniority,salary_usd,country,country_name,year_x,source,country_eurostat,year_int,country_code,year_y,gdp_per_capita_usd,ppp_rate,salary_ppp_usd
LinkedIn,"vp, market risk analytics manager",Data Analyst,Manager,160000.0,US,United States,2024,,US,2024,,,,,
LinkedIn,senior data engineer,Data Engineer,Senior,,US,United States,2024,,US,2024,,,,,
LinkedIn,senior data engineer,Data Engineer,Senior,,US,United States,2024,,US,2024,,,,,
LinkedIn,data scientist,Data Scientist,,150100.0,US,United States,2024,,US,2024,,,,,
LinkedIn,data engineer,Data Engineer,,,US,United States,2024,,US,2024,,,,,
LinkedIn,business intelligence analyst,BI Analyst,,97500.0,US,United States,2024,,US,2024,,,,,
LinkedIn,junior ai/ml engineer- 1939207,ML Engineer,Junior,104000.0,US,United States,2024,,US,2024,,,,,
LinkedIn,data analyst 1,Data Analyst,,,US,United States,2024,,US,2024,,,,,
LinkedIn,"sales analytics & strategy, sr. manager",Data General,Manager,,US,United States,2024,,US,2024,,,,,
LinkedIn,"ai engineer, biologics engineering, oncology r&d",AI Engineer,,,US,United States,2024,,US,2024,,,,,
LinkedIn,"data analyst, marketing",Data Analyst,,90650.0,US,United States,2024,,US,2024,,,,,
LinkedIn,data architect 1,Data Architect,,145600.0,US,United States,2024,,US,2024,,,,,
LinkedIn,"data analyst, operations",Data Analyst,,90650.0,US,United States,2024,,US,2024,,,,,
LinkedIn,data analyst - office of institutional research & analysis,Data Analyst,,87600.0,US,United States,2024,,US,2024,,,,,
LinkedIn,data scientist,Data Scientist,,,US,United States,2024,,US,2024,,,,,
LinkedIn,ach data analyst,Data Analyst,,,US,United States,2024,,US,2024,,,,,
LinkedIn,data scientist i,Data Scientist,,,US,United States,2024,,US,2024,,,,,
LinkedIn,"senior data scientist, research",Data Scientist,Senior,186500.0,US,United States,2024,,US,2024,,,,,
LinkedIn,data scientist,Data Scientist,,,US,United States,2024,,US,2024,,,,,
LinkedIn,"manager, analytics & insights",Data General,Manager,,US,United States,2024,,US,2024,,,,,
LinkedIn,director of product strategy &amp; analytics,Data General,Director,190000.0,US,United States,2024,,US,2024,,,,,
LinkedIn,ai/ml genai engineer,AI Engineer,,,US,United States,2024,,US,2024,,,,,
LinkedIn,senior ml engineer,ML Engineer,Senior,,US,United States,2024,,US,2024,,,,,
LinkedIn,"senior product manager, machine learning frameworks, google cloud",ML Engineer,Manager,210000.0,US,United States,2024,,US,2024,,,,,
LinkedIn,data scientist,Data Scientist,,180000.0,US,United States,2024,,US,2024,,,,,
LinkedIn,data analyst (avp position),Data Analyst,VP,112500.0,US,United States,2024,,US,2024,,,,,
LinkedIn,"software engineering manager, machine learning, large language models",ML Engineer,Manager,236500.0,US,United States,2024,,US,2024,,,,,
LinkedIn,remote data architect,Data Architect,,162360.0,US,United States,2024,,US,2024,,,,,
LinkedIn,data scientist,Data Scientist,,,US,United States,2024,,US,2024,,,,,
LinkedIn,data architect,Data Architect,,,US,United States,2024,,US,2024,,,,,
LinkedIn,"business intelligence engineer, aces analytics",BI Analyst,,,US,United States,2024,,US,2024,,,,,
LinkedIn,"senior business intelligence engineer, ml-horizon",BI Analyst,Senior,,US,United States,2024,,US,2024,,,,,
LinkedIn,senior machine learning engineer,ML Engineer,Senior,,US,United States,2024,,US,2024,,,,,
LinkedIn,business data analyst,Data Analyst,,88400.0,US,United States,2024,,US,2024,,,,,
LinkedIn,data analyst/workstation support,Data Analyst,,,US,United States,2024,,US,2024,,,,,
LinkedIn,senior data engineer,Data Engineer,Senior,,US,United States,2024,,US,2024,,,,,
LinkedIn,data analyst,Data Analyst,,,US,United States,2024,,US,2024,,,,,
LinkedIn,ai - machine learning architect with azure,ML Engineer,,176800.0,US,United States,2024,,US,2024,,,,,
LinkedIn,senior data scientist,Data Scientist,Senior,155000.0,US,United States,2024,,US,2024,,,,,
LinkedIn,business data analyst,Data Analyst,,124800.0,US,United States,2024,,US,2024,,,,,
LinkedIn,senior business intelligence analyst,BI Analyst,Senior,,US,United States,2024,,US,2024,,,,,
LinkedIn,senior data analyst,Data Analyst,Senior,165450.0,US,United States,2024,,US,2024,,,,,
LinkedIn,llm data scientist,Data Scientist,,,US,United States,2024,,US,2024,,,,,
LinkedIn,pricing analytics manager,Data Analyst,Manager,,US,United States,2024,,US,2024,,,,,
LinkedIn,online data analyst,Data Analyst,,,US,United States,2024,,US,2024,,,,,
LinkedIn,online data analyst,Data Analyst,,,US,United States,2024,,US,2024,,,,,
LinkedIn,master data analyst,Data Analyst,,,US,United States,2024,,US,2024,,,,,
LinkedIn,online data analyst,Data Analyst,,,US,United States,2024,,US,2024,,,,,
LinkedIn,data analyst with security clearance,Data Analyst,,,US,United States,2024,,US,2024,,,,,
LinkedIn,online data analyst,Data Analyst,,,US,United States,2024,,US,2024,,,,,
LinkedIn,online data analyst,Data Analyst,,,US,United States,2024,,US,2024,,,,,
LinkedIn,manager of inventory accounting & analytics,Data General,Manager,,US,United States,2024,,US,2024,,,,,
LinkedIn,data engineer,Data Engineer,,,US,United States,2024,,US,2024,,,,,
LinkedIn,online data analyst,Data Analyst,,,US,United States,2024,,US,2024,,,,,
LinkedIn,online data analyst,Data Analyst,,,US,United States,2024,,US,2024,,,,,
LinkedIn,online data analyst,Data Analyst,,,US,United States,2024,,US,2024,,,,,
LinkedIn,online data analyst,Data Analyst,,,US,United States,2024,,US,2024,,,,,
LinkedIn,online data analyst,Data Analyst,,,US,United States,2024,,US,2024,,,,,
LinkedIn,"data engineer, senior with security clearance",Data Engineer,Senior,138800.0,US,United States,2024,,US,2024,,,,,
LinkedIn,data analyst supporting the fbi with security clearance,Data Analyst,,,US,United States,2024,,US,2024,,,,,
LinkedIn,online data analyst,Data Analyst,,,US,United States,2024,,US,2024,,,,,
LinkedIn,data engineer general,Data Engineer,,,US,United States,2024,,US,2024,,,,,
LinkedIn,sr data engineer,Data Engineer,Senior,,US,United States,2024,,US,2024,,,,,
LinkedIn,"senior software engineer, machine learning",ML Engineer,Senior,,US,United States,2024,,US,2024,,,,,
LinkedIn,data analyst,Data Analyst,,,US,United States,2024,,US,2024,,,,,
LinkedIn,junior data analytics engineer,Data Analyst,Junior,,US,United States,2024,,US,2024,,,,,
LinkedIn,"senior staff machine learning engineer, applied science",ML Engineer,Senior,,US,United States,2024,,US,2024,,,,,
LinkedIn,senior data engineer,Data Engineer,Senior,,US,United States,2024,,US,2024,,,,,
LinkedIn,google cloud platform data architect,Data Architect,,,US,United States,2024,,US,2024,,,,,
LinkedIn,"job opening for ""technical lead- data engineering"" #fulltime role# boston, ma local candidates only",Data Engineer,Lead,,US,United States,2024,,US,2024,,,,,
LinkedIn,"manager, data analytics",Data Analyst,Manager,150000.0,US,United States,2024,,US,2024,,,,,
LinkedIn,"staff data scientist, ecosystem",Data Scientist,Staff,,US,United States,2024,,US,2024,,,,,
LinkedIn,property & casualty insurance - senior data analyst,Data Analyst,Senior,,US,United States,2024,,US,2024,,,,,
LinkedIn,senior data architect,Data Architect,Senior,,US,United States,2024,,US,2024,,,,,
LinkedIn,cross asset market data analyst,Data Analyst,,,US,United States,2024,,US,2024,,,,,
LinkedIn,"part-time faculty - mba program: marketing, management, supply chain and data analytics",Data Analyst,,71760.0,US,United States,2024,,US,2024,,,,,
LinkedIn,support data engineer,Data Engineer,,,US,United States,2024,,US,2024,,,,,
LinkedIn,data analyst,Data Analyst,,,US,United States,2024,,US,2024,,,,,
LinkedIn,data engineer,Data Engineer,,125000.0,US,United States,2024,,US,2024,,,,,
LinkedIn,data architect (snowflake and azure),Data Architect,,,US,United States,2024,,US,2024,,,,,
LinkedIn,staff data engineer - people & finance tech (remote),Data Engineer,Staff,173250.0,US,United States,2024,,US,2024,,,,,
LinkedIn,business data analyst - loans transformation,Data Analyst,,,US,United States,2024,,US,2024,,,,,
LinkedIn,data analyst,Data Analyst,,,US,United States,2024,,US,2024,,,,,
LinkedIn,data analyst/project manager,Data Analyst,Manager,,US,United States,2024,,US,2024,,,,,
LinkedIn,data scientist i,Data Scientist,,101000.0,US,United States,2024,,US,2024,,,,,
LinkedIn,data analyst,Data Analyst,,104000.0,US,United States,2024,,US,2024,,,,,
LinkedIn,azure data architect,Data Architect,,,US,United States,2024,,US,2024,,,,,
LinkedIn,data analyst,Data Analyst,,,US,United States,2024,,US,2024,,,,,
LinkedIn,data analyst,Data Analyst,,68640.0,US,United States,2024,,US,2024,,,,,
LinkedIn,data analyst,Data Analyst,,,US,United States,2024,,US,2024,,,,,
LinkedIn,lead data engineer,Data Engineer,Lead,,US,United States,2024,,US,2024,,,,,
LinkedIn,business intelligence developer,BI Analyst,,,US,United States,2024,,US,2024,,,,,
LinkedIn,engagement manager - analytics (onsite),Data General,Manager,135000.0,US,United States,2024,,US,2024,,,,,
LinkedIn,data scientist,Data Scientist,,,US,United States,2024,,US,2024,,,,,
LinkedIn,"hadoop developer (hadoop, hive, hbase, rdbms, sql, etl, data analytics, data mapping, data mining, sql)",Data Analyst,,110000.0,US,United States,2024,,US,2024,,,,,
LinkedIn,business intelligence engineer,BI Analyst,,,US,United States,2024,,US,2024,,,,,
LinkedIn,data scientists,Data Scientist,,,US,United States,2024,,US,2024,,,,,
LinkedIn,executive director of advanced analytics (clinical technology),Healthcare Data Specialist,Director,220000.0,US,United States,2024,,US,2024,,,,,
LinkedIn,data scientist intern (monetization product and technology-strategy and data science-global data science-performance ads ) - 2024 off-cycle (bs/ms),Data Scientist,Intern,45.0,US,United States,2024,,US,2024,,,,,
LinkedIn,data analyst,Data Analyst,,90000.0,US,United States,2024,,US,2024,,,,,
LinkedIn,"machine learning engineer, search ads - usds",ML Engineer,,143575.0,US,United States,2024,,US,2024,,,,,
LinkedIn,data architect,Data Architect,,,US,United States,2024,,US,2024,,,,,
LinkedIn,data analyst,Data Analyst,,,US,United States,2024,,US,2024,,,,,
LinkedIn,azure data architect,Data Architect,,,US,United States,2024,,US,2024,,,,,
LinkedIn,senior research data analyst-dbh,Data Analyst,Senior,,US,United States,2024,,US,2024,,,,,
LinkedIn,data scientist i (incrementality measurement analytics),Data Scientist,,111750.0,US,United States,2024,,US,2024,,,,,
LinkedIn,sr. staff data scientist,Data Scientist,Staff,170000.0,US,United States,2024,,US,2024,,,,,
LinkedIn,"associate director, analytics & insights",Data General,Director,148000.0,US,United States,2024,,US,2024,,,,,
LinkedIn,kyc data analytics,Data Analyst,,99500.0,US,United States,2024,,US,2024,,,,,
LinkedIn,data engineer,Data Engineer,,,US,United States,2024,,US,2024,,,,,
LinkedIn,"senior machine learning scientist, marketing",ML Engineer,Senior,225000.0,US,United States,2024,,US,2024,,,,,
LinkedIn,actuarial data scientist iii,Data Scientist,Senior,178750.0,US,United States,2024,,US,2024,,,,,
LinkedIn,data analyst - programmer (department of translational medicine and human genetics),Data Analyst,,62702.5,US,United States,2024,,US,2024,,,,,
LinkedIn,gcp data architect,Data Architect,,,US,United States,2024,,US,2024,,,,,
LinkedIn,cloud data architect- only w2,Data Architect,,,US,United States,2024,,US,2024,,,,,
LinkedIn,data engineer (data as a service),Data Engineer,,80000.0,US,United States,2024,,US,2024,,,,,
LinkedIn,r&d lead data scientist,Data Scientist,Lead,118318.5,US,United States,2024,,US,2024,,,,,
LinkedIn,tableau data analyst - powerbi and sharepoint,Data Analyst,,124575.0,US,United States,2024,,US,2024,,,,,
LinkedIn,engineer associate – data scientist – ai/ml technology,Data Scientist,,,US,United States,2024,,US,2024,,,,,
LinkedIn,gcp data engineer- need on w2 or 1099,Data Engineer,,,US,United States,2024,,US,2024,,,,,
LinkedIn,director bi/data analytics,Data Analyst,Director,,US,United States,2024,,US,2024,,,,,
LinkedIn,snowflake data architect(looking for local profiles only at illinois),Data Architect,,,US,United States,2024,,US,2024,,,,,
LinkedIn,analytics engineer,Data Analyst,,171600.0,US,United States,2024,,US,2024,,,,,
LinkedIn,associate data engineer,Data Engineer,,,US,United States,2024,,US,2024,,,,,
LinkedIn,manager resources and analytics,Data General,Manager,,US,United States,2024,,US,2024,,,,,
LinkedIn,data engineer - remote,Data Engineer,,155000.0,US,United States,2024,,US,2024,,,,,
LinkedIn,data engineer - remote,Data Engineer,,155000.0,US,United States,2024,,US,2024,,,,,
LinkedIn,enterprise architecture consultant lead - data architecture,Data Architect,Lead,,US,United States,2024,,US,2024,,,,,
LinkedIn,data engineer - remote,Data Engineer,,155000.0,US,United States,2024,,US,2024,,,,,
LinkedIn,machine learning engineer,ML Engineer,,,US,United States,2024,,US,2024,,,,,
LinkedIn,lead data engineer,Data Engineer,Lead,,US,United States,2024,,US,2024,,,,,
LinkedIn,data engineer - remote,Data Engineer,,155000.0,US,United States,2024,,US,2024,,,,,
LinkedIn,machine learning engineer - remote,ML Engineer,,170000.0,US,United States,2024,,US,2024,,,,,
LinkedIn,associate data engineer,Data Engineer,,,US,United States,2024,,US,2024,,,,,
LinkedIn,chemist machine learning,ML Engineer,,,US,United States,2024,,US,2024,,,,,
LinkedIn,senior business intelligence director,BI Analyst,Director,,US,United States,2024,,US,2024,,,,,
LinkedIn,machine learning engineer - remote,ML Engineer,,,US,United States,2024,,US,2024,,,,,
LinkedIn,100% remote - data scientist - transformers,Data Scientist,,,US,United States,2024,,US,2024,,,,,
LinkedIn,azure synapse data engineer,Data Engineer,,130000.0,US,United States,2024,,US,2024,,,,,
LinkedIn,azure data architect,Data Architect,,166400.0,US,United States,2024,,US,2024,,,,,
LinkedIn,machine learning engineer - remote,ML Engineer,,170000.0,US,United States,2024,,US,2024,,,,,
LinkedIn,data scientist - transformers - 100% remote,Data Scientist,,,US,United States,2024,,US,2024,,,,,
LinkedIn,senior data architect,Data Architect,Senior,165000.0,US,United States,2024,,US,2024,,,,,
LinkedIn,data scientist,Data Scientist,,150000.0,US,United States,2024,,US,2024,,,,,
LinkedIn,project data manager,Data Manager,Manager,,US,United States,2024,,US,2024,,,,,
LinkedIn,manager-talent acquisition operations and analytics,Supply Chain Analyst,Manager,,US,United States,2024,,US,2024,,,,,
LinkedIn,data engineer,Data Engineer,,,US,United States,2024,,US,2024,,,,,
LinkedIn,lead data scientist,Data Scientist,Lead,,US,United States,2024,,US,2024,,,,,
LinkedIn,senior data architect,Data Architect,Senior,,US,United States,2024,,US,2024,,,,,
LinkedIn,senior data architect,Data Architect,Senior,,US,United States,2024,,US,2024,,,,,
LinkedIn,data engineering manager,Data Engineer,Manager,,US,United States,2024,,US,2024,,,,,
LinkedIn,data scientist,Data Scientist,,74977.0,US,United States,2024,,US,2024,,,,,
LinkedIn,data engineer,Data Engineer,,,US,United States,2024,,US,2024,,,,,
LinkedIn,"vp, private equity portfolio performance analytics",Data General,VP,225000.0,US,United States,2024,,US,2024,,,,,
LinkedIn,data analyst,Data Analyst,,,US,United States,2024,,US,2024,,,,,
LinkedIn,senior data architect,Data Architect,Senior,165000.0,US,United States,2024,,US,2024,,,,,
LinkedIn,senior data architect,Data Architect,Senior,165000.0,US,United States,2024,,US,2024,,,,,
LinkedIn,senior data architect,Data Architect,Senior,165000.0,US,United States,2024,,US,2024,,,,,
LinkedIn,senior machine learning engineer,ML Engineer,Senior,190000.0,US,United States,2024,,US,2024,,,,,
LinkedIn,aws data engineer,Data Engineer,,,US,United States,2024,,US,2024,,,,,
LinkedIn,business intelligence developer,BI Analyst,,,US,United States,2024,,US,2024,,,,,
LinkedIn,data engineer,Data Engineer,,,US,United States,2024,,US,2024,,,,,
LinkedIn,support data engineer,Data Engineer,,135200.0,US,United States,2024,,US,2024,,,,,
LinkedIn,senior data engineer,Data Engineer,Senior,140400.0,US,United States,2024,,US,2024,,,,,
LinkedIn,business intelligence analyst,BI Analyst,,109200.0,US,United States,2024,,US,2024,,,,,
LinkedIn,"senior manager, e-commerce business intelligence - calvin klein",BI Analyst,Manager,140000.0,US,United States,2024,,US,2024,,,,,
LinkedIn,"business intelligence intern, inventory planning",BI Analyst,Intern,35360.0,US,United States,2024,,US,2024,,,,,
LinkedIn,sr. data analyst,Data Analyst,Senior,,US,United States,2024,,US,2024,,,,,
LinkedIn,financial analyst - revenue analytics (entry level),Financial Analyst,Junior,,US,United States,2024,,US,2024,,,,,
LinkedIn,loans transformation data analyst,Data Analyst,,176800.0,US,United States,2024,,US,2024,,,,,
LinkedIn,data scientist,Data Scientist,,,US,United States,2024,,US,2024,,,,,
LinkedIn,data engineer,Data Engineer,,130000.0,US,United States,2024,,US,2024,,,,,
LinkedIn,sr. data scientist - strategic projects,Data Scientist,Senior,105500.0,US,United States,2024,,US,2024,,,,,
LinkedIn,data scientist,Data Scientist,,,US,United States,2024,,US,2024,,,,,
LinkedIn,senior data scientist,Data Scientist,Senior,,US,United States,2024,,US,2024,,,,,
LinkedIn,senior etl data engineer,Data Engineer,Senior,,US,United States,2024,,US,2024,,,,,
LinkedIn,senior machine learning engineer,ML Engineer,Senior,172150.0,US,United States,2024,,US,2024,,,,,
LinkedIn,sr. staff data analyst - marketing analytics,Data Analyst,Staff,167500.0,US,United States,2024,,US,2024,,,,,
LinkedIn,analytics engineer (l4/5) - pricing and forecasting,Data Analyst,,445000.0,US,United States,2024,,US,2024,,,,,
LinkedIn,lead data engineer,Data Engineer,Lead,150000.0,US,United States,2024,,US,2024,,,,,
LinkedIn,cde data engineer,Data Engineer,,117500.0,US,United States,2024,,US,2024,,,,,
LinkedIn,director ecommerce insights & analytics,Data General,Director,,US,United States,2024,,US,2024,,,,,
LinkedIn,computational health informatics data manager,Data Manager,Manager,,US,United States,2024,,US,2024,,,,,
LinkedIn,analytics developer,Data General,,,US,United States,2024,,US,2024,,,,,
LinkedIn,lead data engineer,Data Engineer,Lead,,US,United States,2024,,US,2024,,,,,
LinkedIn,"director, video quality analytics",Data General,Director,,US,United States,2024,,US,2024,,,,,
LinkedIn,data engineer iii,Data Engineer,Senior,,US,United States,2024,,US,2024,,,,,
LinkedIn,azure data architect,Data Architect,,195000.0,US,United States,2024,,US,2024,,,,,
LinkedIn,"sr manager, compensation and analytics",Data General,Manager,,US,United States,2024,,US,2024,,,,,
LinkedIn,"consultant, ai & analytics",Data General,,127000.0,US,United States,2024,,US,2024,,,,,
LinkedIn,data scientist,Data Scientist,,,US,United States,2024,,US,2024,,,,,
LinkedIn,junior data analyst,Data Analyst,Junior,,US,United States,2024,,US,2024,,,,,
LinkedIn,senior generative ai engineer,AI Engineer,Senior,192458.5,US,United States,2024,,US,2024,,,,,
LinkedIn,"senior data scientist, llm",Data Scientist,Senior,232500.0,US,United States,2024,,US,2024,,,,,
LinkedIn,sr. snowflake azure data engineer,Data Engineer,Senior,,US,United States,2024,,US,2024,,,,,
LinkedIn,applied machine learning engineer (east coast),ML Engineer,,230000.0,US,United States,2024,,US,2024,,,,,
LinkedIn,data engineer,Data Engineer,,,US,United States,2024,,US,2024,,,,,
LinkedIn,analytics manager,Data Analyst,Manager,,US,United States,2024,,US,2024,,,,,
LinkedIn,data scientists with google cloud platform exp (10 years),Data Scientist,,,US,United States,2024,,US,2024,,,,,
LinkedIn,senior sap data analyst (no corp to corp),Data Analyst,Senior,,US,United States,2024,,US,2024,,,,,
LinkedIn,"analyst, supply chain analytics",Supply Chain Analyst,,,US,United States,2024,,US,2024,,,,,
LinkedIn,machine learning engineer intern,ML Engineer,Intern,55442.5,US,United States,2024,,US,2024,,,,,
LinkedIn,data architect,Data Architect,,,US,United States,2024,,US,2024,,,,,
LinkedIn,data analyst / technical writer 3 - top secret clearance,Data Analyst,,,US,United States,2024,,US,2024,,,,,
LinkedIn,it data engineer,Data Engineer,,,US,United States,2024,,US,2024,,,,,
LinkedIn,sap analytics cloud (sac) consultant,Cloud Engineer,,,US,United States,2024,,US,2024,,,,,
LinkedIn,loan transformation data analyst,Data Analyst,,156000.0,US,United States,2024,,US,2024,,,,,
LinkedIn,"strategy and analytics, telemedicine",Data General,,147500.0,US,United States,2024,,US,2024,,,,,
LinkedIn,"institutional marketing lead, pricing & analytics",Marketing Analyst,Lead,171600.0,US,United States,2024,,US,2024,,,,,
LinkedIn,sr. ml engineer at stealth ai startup,ML Engineer,Senior,,US,United States,2024,,US,2024,,,,,
LinkedIn,data analyst,Data Analyst,,72800.0,US,United States,2024,,US,2024,,,,,
LinkedIn,"machine learning engineer, search ads - usds",ML Engineer,,143575.0,US,United States,2024,,US,2024,,,,,
LinkedIn,senior data analyst,Data Analyst,Senior,122850.0,US,United States,2024,,US,2024,,,,,
LinkedIn,data engineer,Data Engineer,,185500.0,US,United States,2024,,US,2024,,,,,
LinkedIn,senior ai data scientist,Data Scientist,Senior,,US,United States,2024,,US,2024,,,,,
LinkedIn,senior data engineer- python,Data Engineer,Senior,136275.0,US,United States,2024,,US,2024,,,,,
LinkedIn,"backend & applied ml engineer (eagan, mn or frisco, tx)",ML Engineer,,,US,United States,2024,,US,2024,,,,,
LinkedIn,"machine learning engineer, banking & square financial services",ML Engineer,,,US,United States,2024,,US,2024,,,,,
LinkedIn,"director of finance and data analytics, penn signature services",Data Analyst,Director,,US,United States,2024,,US,2024,,,,,
LinkedIn,financial data analyst,Data Analyst,,95000.0,US,United States,2024,,US,2024,,,,,
LinkedIn,"vice president, modelling data scientist | senior data scientist i",Data Scientist,Senior,,US,United States,2024,,US,2024,,,,,
LinkedIn,product analytics manager,Data Analyst,Manager,,US,United States,2024,,US,2024,,,,,
LinkedIn,workforce analytics manager - remote,Data Analyst,Manager,,US,United States,2024,,US,2024,,,,,
LinkedIn,staff data engineer,Data Engineer,Staff,201177.5,US,United States,2024,,US,2024,,,,,
LinkedIn,information technology data analyst ii - professional development,Data Analyst,Mid,,US,United States,2024,,US,2024,,,,,
LinkedIn,sr azure data architect / director with financial services - to 215k + bonus,Data Architect,Director,197500.0,US,United States,2024,,US,2024,,,,,
LinkedIn,data engineer ii,Data Engineer,Mid,,US,United States,2024,,US,2024,,,,,
LinkedIn,senior decision analytics manager,Data Analyst,Manager,163200.0,US,United States,2024,,US,2024,,,,,
LinkedIn,"data analyst, research solutions",Data Analyst,,125000.0,US,United States,2024,,US,2024,,,,,
LinkedIn,sr bi data analyst,Data Analyst,Senior,,US,United States,2024,,US,2024,,,,,
LinkedIn,sr director - consulting & analytics - nationals segment,Data General,Director,222225.0,US,United States,2024,,US,2024,,,,,
LinkedIn,data engineer,Data Engineer,,,US,United States,2024,,US,2024,,,,,
LinkedIn,senior data scientist (perf. mgmt & org. strategy) (hybrid schedule),Data Scientist,Senior,136900.0,US,United States,2024,,US,2024,,,,,
LinkedIn,"senior software engineer, data engineering - thousandeyes",Data Engineer,Senior,186550.0,US,United States,2024,,US,2024,,,,,
LinkedIn,digital engineer iii (azure data engineer),Data Engineer,Senior,135587.5,US,United States,2024,,US,2024,,,,,
LinkedIn,digital engineer iii (azure data engineer),Data Engineer,Senior,135587.5,US,United States,2024,,US,2024,,,,,
LinkedIn,data scientist,Data Scientist,,114937.5,US,United States,2024,,US,2024,,,,,
LinkedIn,supply chain senior data scientist,Data Scientist,Senior,,US,United States,2024,,US,2024,,,,,
LinkedIn,supply chain senior data scientist,Data Scientist,Senior,,US,United States,2024,,US,2024,,,,,
LinkedIn,data engineer i,Data Engineer,,110000.0,US,United States,2024,,US,2024,,,,,
LinkedIn,"optical network documentation and data engineer, w",Data Engineer,,,US,United States,2024,,US,2024,,,,,
LinkedIn,data engineer,Data Engineer,,,US,United States,2024,,US,2024,,,,,
LinkedIn,data scientist,Data Scientist,,105200.0,US,United States,2024,,US,2024,,,,,
LinkedIn,ets engineer iv - data engineer (ai/ml/nlp),Data Engineer,,163900.0,US,United States,2024,,US,2024,,,,,
LinkedIn,data scientist,Data Scientist,,105200.0,US,United States,2024,,US,2024,,,,,
LinkedIn,data scientist,Data Scientist,,114937.5,US,United States,2024,,US,2024,,,,,
LinkedIn,"data analyst - consumer analytics - hybrid in dallas,  tx",Data Analyst,,136520.80000000002,US,United States,2024,,US,2024,,,,,
LinkedIn,analytics engagement specialist iii,Data General,Senior,,US,United States,2024,,US,2024,,,,,
LinkedIn,lead generative ai engineer,AI Engineer,Lead,,US,United States,2024,,US,2024,,,,,
LinkedIn,applied machine learning research scientist,ML Engineer,,220000.0,US,United States,2024,,US,2024,,,,,
LinkedIn,"manager, trust and safety analytics",Data General,Manager,,US,United States,2024,,US,2024,,,,,
LinkedIn,data analytics,Data Analyst,,124800.0,US,United States,2024,,US,2024,,,,,
LinkedIn,analytics grants specialist,Data General,,,US,United States,2024,,US,2024,,,,,
LinkedIn,generative ai/machine learning for drug design co-op,ML Engineer,,,US,United States,2024,,US,2024,,,,,
LinkedIn,associate data scientist - recent bio/chem grads,Data Scientist,,,US,United States,2024,,US,2024,,,,,
LinkedIn,"manager, field planning & analytics",Data General,Manager,,US,United States,2024,,US,2024,,,,,
LinkedIn,research data analyst,Data Analyst,,,US,United States,2024,,US,2024,,,,,
LinkedIn,business intelligence engineer iii,BI Analyst,Senior,140000.0,US,United States,2024,,US,2024,,,,,
LinkedIn,"intern, machine learning",ML Engineer,Intern,93600.0,US,United States,2024,,US,2024,,,,,
LinkedIn,aws data engineer,Data Engineer,,122800.0,US,United States,2024,,US,2024,,,,,
LinkedIn,r&d computer engineering & autonomous systems - algorithmic and machine learning engineer for intrusion detection systems (early/mid-career) - onsite,ML Engineer,Mid,,US,United States,2024,,US,2024,,,,,
LinkedIn,epic business intelligence developer ii,BI Analyst,Mid,,US,United States,2024,,US,2024,,,,,
LinkedIn,senior marketing data engineer,Data Engineer,Senior,,US,United States,2024,,US,2024,,,,,
LinkedIn,sr. director of product — platform & analytics,Data General,Director,,US,United States,2024,,US,2024,,,,,
LinkedIn,lead cloud online data engineer,Data Engineer,Lead,148492.5,US,United States,2024,,US,2024,,,,,
LinkedIn,"post doctoral research associate - machine learning, ai, and rural medicine",ML Engineer,,,US,United States,2024,,US,2024,,,,,
LinkedIn,data & analytics organizational change management analyst ii,Data General,Mid,135504.0,US,United States,2024,,US,2024,,,,,
LinkedIn,vp mgr-data engineering,Data Engineer,VP,198650.0,US,United States,2024,,US,2024,,,,,
LinkedIn,senior principal data scientist,Data Scientist,Principal,174600.0,US,United States,2024,,US,2024,,,,,
LinkedIn,senior business intelligence analyst,BI Analyst,Senior,,US,United States,2024,,US,2024,,,,,
LinkedIn,intern - analytics,Data General,Intern,,US,United States,2024,,US,2024,,,,,
LinkedIn,analytics engineer - finance,Data Analyst,,167500.0,US,United States,2024,,US,2024,,,,,
LinkedIn,financial data analyst,Data Analyst,,,US,United States,2024,,US,2024,,,,,
LinkedIn,sr manager data & analytics,Data General,Manager,,US,United States,2024,,US,2024,,,,,
LinkedIn,"director, data science & advanced analytics",Data Scientist,Director,185500.0,US,United States,2024,,US,2024,,,,,
LinkedIn,sr machine learning engineer,ML Engineer,Senior,,US,United States,2024,,US,2024,,,,,
LinkedIn,senior data analyst,Data Analyst,Senior,135000.0,US,United States,2024,,US,2024,,,,,
LinkedIn,staff machine learning engineer,ML Engineer,Staff,165000.0,US,United States,2024,,US,2024,,,,,
LinkedIn,senior data engineer,Data Engineer,Senior,,US,United States,2024,,US,2024,,,,,
LinkedIn,data analyst iv (remote),Data Analyst,,120000.0,US,United States,2024,,US,2024,,,,,
LinkedIn,senior compensation & people data analyst,Data Analyst,Senior,128500.0,US,United States,2024,,US,2024,,,,,
LinkedIn,data engineering intern,Data Engineer,Intern,,US,United States,2024,,US,2024,,,,,
LinkedIn,"(usa) manager, business intelligence and reporting",BI Analyst,Manager,,US,United States,2024,,US,2024,,,,,
LinkedIn,"director, data, analytics, and artificial intelligence (ai)",Data General,Director,,US,United States,2024,,US,2024,,,,,
LinkedIn,"manager dd&i, data analyst clinical operations",Data Analyst,Manager,,US,United States,2024,,US,2024,,,,,
LinkedIn,lead marketing data analyst,Data Analyst,Lead,,US,United States,2024,,US,2024,,,,,
