dataset,job_title,role_normalized,seniority,salary_usd,country,country_name,year_x,source,country_eurostat,year_int,country_code,year_y,gdp_per_capita_usd,ppp_rate,salary_ppp_usd
LinkedIn,data analyst ii,Data Analyst,Mid,,US,United States,2024,,US,2024,,,,,
LinkedIn,compensation & analytics manager,Data Analyst,Manager,97500.0,US,United States,2024,,US,2024,,,,,
LinkedIn,senior data analyst - alteryx,Data Analyst,Senior,,US,United States,2024,,US,2024,,,,,
LinkedIn,data analyst,Data Analyst,,,US,United States,2024,,US,2024,,,,,
LinkedIn,talent management consultant / data analyst,Data Analyst,,,US,United States,2024,,US,2024,,,,,
LinkedIn,machine learning performance architect,ML Engineer,,,US,United States,2024,,US,2024,,,,,
LinkedIn,data scientist / statistician intern summer 2024 (bachelor's),Data Scientist,Intern,,US,United States,2024,,US,2024,,,,,
LinkedIn,rcm data analyst,Data Analyst,,,US,United States,2024,,US,2024,,,,,
LinkedIn,data scientist / statistician intern summer 2024 (ms/phd),Data Scientist,Intern,,US,United States,2024,,US,2024,,,,,
LinkedIn,data analyst,Data Analyst,,,US,United States,2024,,US,2024,,,,,
LinkedIn,data analyst (onsite role - only w2),Data Analyst,,67600.0,US,United States,2024,,US,2024,,,,,
LinkedIn,oracle analytics cloud technical developer,Cloud Engineer,,,US,United States,2024,,US,2024,,,,,
LinkedIn,junior business intelligence developer,BI Analyst,Junior,80000.0,US,United States,2024,,US,2024,,,,,
LinkedIn,data engineer,Data Engineer,,114400.0,US,United States,2024,,US,2024,,,,,
LinkedIn,senior data analyst,Data Analyst,Senior,,US,United States,2024,,US,2024,,,,,
LinkedIn,data analyst,Data Analyst,,55120.0,US,United States,2024,,US,2024,,,,,
LinkedIn,data architect,Data Architect,,,US,United States,2024,,US,2024,,,,,
LinkedIn,sr. data engineer _ nyc,Data Engineer,Senior,130000.0,US,United States,2024,,US,2024,,,,,
LinkedIn,data analyst,Data Analyst,,56680.0,US,United States,2024,,US,2024,,,,,
LinkedIn,financial and data analyst – regulatory compliance,Data Analyst,,62250.0,US,United States,2024,,US,2024,,,,,
LinkedIn,lead data analyst,Data Analyst,Lead,,US,United States,2024,,US,2024,,,,,
LinkedIn,data engineer,Data Engineer,,,US,United States,2024,,US,2024,,,,,
LinkedIn,data scientist,Data Scientist,,165000.0,US,United States,2024,,US,2024,,,,,
LinkedIn,senior data manager,Data Manager,Manager,,US,United States,2024,,US,2024,,,,,
LinkedIn,data analyst,Data Analyst,,92525.0,US,United States,2024,,US,2024,,,,,
LinkedIn,data engineer,Data Engineer,,,US,United States,2024,,US,2024,,,,,
LinkedIn,data analyst,Data Analyst,,,US,United States,2024,,US,2024,,,,,
LinkedIn,alteryx data analyst ( w2 contract,Data Analyst,,,US,United States,2024,,US,2024,,,,,
LinkedIn,lead data analyst,Data Analyst,Lead,156000.0,US,United States,2024,,US,2024,,,,,
LinkedIn,data architect,Data Architect,,,US,United States,2024,,US,2024,,,,,
LinkedIn,"senior programmer analyst, insight analytics",Data General,Senior,76250.0,US,United States,2024,,US,2024,,,,,
LinkedIn,insights & analytics advisor,Data General,,,US,United States,2024,,US,2024,,,,,
LinkedIn,"senior programmer analyst, insight analytics",Data General,Senior,76250.0,US,United States,2024,,US,2024,,,,,
LinkedIn,digital marketing manager - analytics (remote eligible),Marketing Analyst,Manager,125000.0,US,United States,2024,,US,2024,,,,,
LinkedIn,big data engineer (java+python+aws),Data Engineer,,,US,United States,2024,,US,2024,,,,,
LinkedIn,securities quantitative analytics,Data General,,200000.0,US,United States,2024,,US,2024,,,,,
LinkedIn,"senior programmer analyst, insight analytics",Data General,Senior,76250.0,US,United States,2024,,US,2024,,,,,
LinkedIn,data scientist - genai - solution specialist - hybrid,Data Scientist,,,US,United States,2024,,US,2024,,,,,
LinkedIn,senior data engineer,Data Engineer,Senior,177500.0,US,United States,2024,,US,2024,,,,,
LinkedIn,"hybrid digital marketing analyst (up to $125k, google analytics cert)",Marketing Analyst,,120000.0,US,United States,2024,,US,2024,,,,,
LinkedIn,data analyst,Data Analyst,,,US,United States,2024,,US,2024,,,,,
LinkedIn,data engineer(informatica / snaplogic/ sql),Data Engineer,,,US,United States,2024,,US,2024,,,,,
LinkedIn,data engineer,Data Engineer,,,US,United States,2024,,US,2024,,,,,
LinkedIn,"data analyst, business intelligence",Data Analyst,,100000.0,US,United States,2024,,US,2024,,,,,
LinkedIn,data engineer,Data Engineer,,,US,United States,2024,,US,2024,,,,,
LinkedIn,"director, pricing science & analytics",Data General,Director,,US,United States,2024,,US,2024,,,,,
LinkedIn,data analyst,Data Analyst,,134160.0,US,United States,2024,,US,2024,,,,,
LinkedIn,etl data architect,Data Architect,,,US,United States,2024,,US,2024,,,,,
LinkedIn,information technology analyst principal – enterprise data manager,Data Manager,Principal,138236.88,US,United States,2024,,US,2024,,,,,
LinkedIn,principal data scientist,Data Scientist,Principal,,US,United States,2024,,US,2024,,,,,
LinkedIn,machine learning engineer,ML Engineer,,,US,United States,2024,,US,2024,,,,,
LinkedIn,data analyst,Data Analyst,,72500.0,US,United States,2024,,US,2024,,,,,
LinkedIn,marketing and sales data analyst - only w2,Data Analyst,,,US,United States,2024,,US,2024,,,,,
LinkedIn,senior manager of talent acquisition analytics & business intelligence (direct-hire / remote),BI Analyst,Manager,165000.0,US,United States,2024,,US,2024,,,,,
LinkedIn,data analyst,Data Analyst,,,US,United States,2024,,US,2024,,,,,
LinkedIn,analytics manager,Data Analyst,Manager,,US,United States,2024,,US,2024,,,,,
LinkedIn,data engineer,Data Engineer,,125000.0,US,United States,2024,,US,2024,,,,,
LinkedIn,data analyst,Data Analyst,,103500.0,US,United States,2024,,US,2024,,,,,
LinkedIn,business intelligence administrator,BI Analyst,,125155.0,US,United States,2024,,US,2024,,,,,
LinkedIn,"senior data scientist analytics, crypto",Data Scientist,Senior,,US,United States,2024,,US,2024,,,,,
LinkedIn,data analyst,Data Analyst,,,US,United States,2024,,US,2024,,,,,
LinkedIn,data analytics consultant,Data Analyst,,,US,United States,2024,,US,2024,,,,,
LinkedIn,"manager, business intelligence support",BI Analyst,Manager,,US,United States,2024,,US,2024,,,,,
LinkedIn,intermediate data analyst,Data Analyst,Mid,,US,United States,2024,,US,2024,,,,,
LinkedIn,"staff data engineer, marketing technology",Data Engineer,Staff,261100.0,US,United States,2024,,US,2024,,,,,
LinkedIn,data architect,Data Architect,,162500.0,US,United States,2024,,US,2024,,,,,
LinkedIn,senior data engineer,Data Engineer,Senior,,US,United States,2024,,US,2024,,,,,
LinkedIn,senior data scientist,Data Scientist,Senior,160000.0,US,United States,2024,,US,2024,,,,,
LinkedIn,sr aws data engineer,Data Engineer,Senior,,US,United States,2024,,US,2024,,,,,
LinkedIn,azure data engineer,Data Engineer,,,US,United States,2024,,US,2024,,,,,
LinkedIn,cloud data analyst,Data Analyst,,98800.0,US,United States,2024,,US,2024,,,,,
LinkedIn,data engineer,Data Engineer,,,US,United States,2024,,US,2024,,,,,
LinkedIn,data analyst,Data Analyst,,109103.5,US,United States,2024,,US,2024,,,,,
LinkedIn,"manager, digital analytics",Data General,Manager,,US,United States,2024,,US,2024,,,,,
LinkedIn,vp-business data architect,Data Architect,VP,136200.0,US,United States,2024,,US,2024,,,,,
LinkedIn,product data manager,Data Manager,Manager,,US,United States,2024,,US,2024,,,,,
LinkedIn,data architect,Data Architect,,,US,United States,2024,,US,2024,,,,,
LinkedIn,"power bi data engineer, semantic layer",Data Engineer,,,US,United States,2024,,US,2024,,,,,
LinkedIn,cloud data engineer,Data Engineer,,,US,United States,2024,,US,2024,,,,,
LinkedIn,ibm tm1 / planning analytics consultants,Data General,,,US,United States,2024,,US,2024,,,,,
LinkedIn,data engineer,Data Engineer,,126880.0,US,United States,2024,,US,2024,,,,,
LinkedIn,business intelligence developer,BI Analyst,,,US,United States,2024,,US,2024,,,,,
LinkedIn,business intelligence analyst,BI Analyst,,,US,United States,2024,,US,2024,,,,,
LinkedIn,compliance and operational risk specialist- gwim analytics,Data General,,,US,United States,2024,,US,2024,,,,,
LinkedIn,data engineer,Data Engineer,,,US,United States,2024,,US,2024,,,,,
LinkedIn,entry level data scientist,Data Scientist,Junior,,US,United States,2024,,US,2024,,,,,
LinkedIn,data scientist,Data Scientist,,,US,United States,2024,,US,2024,,,,,
LinkedIn,data analyst,Data Analyst,,80500.0,US,United States,2024,,US,2024,,,,,
LinkedIn,business intelligence analyst,BI Analyst,,,US,United States,2024,,US,2024,,,,,
LinkedIn,sustainability data analyst,Data Analyst,,,US,United States,2024,,US,2024,,,,,
LinkedIn,senior software/data engineer,Data Engineer,Senior,150000.0,US,United States,2024,,US,2024,,,,,
LinkedIn,senior azure data engineer with hadoop and sql,Data Engineer,Senior,,US,United States,2024,,US,2024,,,,,
LinkedIn,data analyst ii/iii,Data Analyst,Senior,,US,United States,2024,,US,2024,,,,,
LinkedIn,sr manager of analytics,Data General,Manager,135000.0,US,United States,2024,,US,2024,,,,,
LinkedIn,oracle business intelligence consultant,BI Analyst,,,US,United States,2024,,US,2024,,,,,
LinkedIn,data analyst,Data Analyst,,,US,United States,2024,,US,2024,,,,,
LinkedIn,data analyst,Data Analyst,,,US,United States,2024,,US,2024,,,,,
LinkedIn,data analyst,Data Analyst,,,US,United States,2024,,US,2024,,,,,
LinkedIn,data engineer - python [74476],Data Engineer,,118560.0,US,United States,2024,,US,2024,,,,,
LinkedIn,senior data engineer (hybrid),Data Engineer,Senior,,US,United States,2024,,US,2024,,,,,
LinkedIn,senior data analyst,Data Analyst,Senior,,US,United States,2024,,US,2024,,,,,
LinkedIn,data scientist,Data Scientist,,,US,United States,2024,,US,2024,,,,,
LinkedIn,computer vision/ machine learning engineer,ML Engineer,,145600.0,US,United States,2024,,US,2024,,,,,
LinkedIn,data analyst,Data Analyst,,,US,United States,2024,,US,2024,,,,,
LinkedIn,lead data engineer with strong scala (10 years minimum),Data Engineer,Lead,,US,United States,2024,,US,2024,,,,,
LinkedIn,projects & services business data analyst intern - summer,Data Analyst,Intern,,US,United States,2024,,US,2024,,,,,
LinkedIn,data manager,Data Manager,Manager,95500.0,US,United States,2024,,US,2024,,,,,
LinkedIn,it product support analyst/data analyst,Data Analyst,,,US,United States,2024,,US,2024,,,,,
LinkedIn,"account specialist, data analytics",Data Analyst,,,US,United States,2024,,US,2024,,,,,
LinkedIn,analytics & project governance intern,Data General,Intern,,US,United States,2024,,US,2024,,,,,
LinkedIn,"manager/senior manager, us cell therapy commercialization analytics",Data General,Manager,,US,United States,2024,,US,2024,,,,,
LinkedIn,analytics and integration engineer,Data General,,,US,United States,2024,,US,2024,,,,,
LinkedIn,data architect,Data Architect,,,US,United States,2024,,US,2024,,,,,
LinkedIn,data scientist,Data Scientist,,,US,United States,2024,,US,2024,,,,,
LinkedIn,api data engineer,Data Engineer,,,US,United States,2024,,US,2024,,,,,
LinkedIn,generative ai engineer,AI Engineer,,,US,United States,2024,,US,2024,,,,,
LinkedIn,clinical data analyst,Data Analyst,,95680.0,US,United States,2024,,US,2024,,,,,
LinkedIn,senior financial analyst- analytics and decision support- hybrid,Financial Analyst,Senior,,US,United States,2024,,US,2024,,,,,
LinkedIn,remote data scientist,Data Scientist,,130000.0,US,United States,2024,,US,2024,,,,,
LinkedIn,looking for senior data architect position in -remote,Data Architect,Senior,,US,United States,2024,,US,2024,,,,,
LinkedIn,lead data engineer,Data Engineer,Lead,,US,United States,2024,,US,2024,,,,,
LinkedIn,lead data scientist,Data Scientist,Lead,,US,United States,2024,,US,2024,,,,,
LinkedIn,data analyst,Data Analyst,,89440.0,US,United States,2024,,US,2024,,,,,
LinkedIn,senior data engineer,Data Engineer,Senior,,US,United States,2024,,US,2024,,,,,
LinkedIn,data analyst,Data Analyst,,,US,United States,2024,,US,2024,,,,,
LinkedIn,lead data engineer,Data Engineer,Lead,202500.0,US,United States,2024,,US,2024,,,,,
LinkedIn,lead data engineer,Data Engineer,Lead,,US,United States,2024,,US,2024,,,,,
LinkedIn,gcp data engineer,Data Engineer,,115000.0,US,United States,2024,,US,2024,,,,,
LinkedIn,nlp data scientist - python | machine learning | ai - hybrid - ts/sci - tampa or dc,Data Scientist,,,US,United States,2024,,US,2024,,,,,
LinkedIn,business intelligence analyst,BI Analyst,,87500.0,US,United States,2024,,US,2024,,,,,
LinkedIn,gcp data architect,Data Architect,,,US,United States,2024,,US,2024,,,,,
LinkedIn,senior associate data engineer,Data Engineer,Senior,,US,United States,2024,,US,2024,,,,,
LinkedIn,senior machine learning engineer,ML Engineer,Senior,,US,United States,2024,,US,2024,,,,,
LinkedIn,senior data architect,Data Architect,Senior,,US,United States,2024,,US,2024,,,,,
LinkedIn,principal data scientist,Data Scientist,Principal,,US,United States,2024,,US,2024,,,,,
LinkedIn,data analyst,Data Analyst,,,US,United States,2024,,US,2024,,,,,
LinkedIn,senior data analyst,Data Analyst,Senior,,US,United States,2024,,US,2024,,,,,
LinkedIn,data analyst,Data Analyst,,,US,United States,2024,,US,2024,,,,,
LinkedIn,senior data analyst - cloud solutions,Data Analyst,Senior,,US,United States,2024,,US,2024,,,,,
LinkedIn,business intelligence expert,BI Analyst,,,US,United States,2024,,US,2024,,,,,
LinkedIn,"2024 internship, summer - strategy and analytics",Data General,Intern,,US,United States,2024,,US,2024,,,,,
LinkedIn,lead data scientist,Data Scientist,Lead,166000.0,US,United States,2024,,US,2024,,,,,
LinkedIn,master data manager,Data Manager,Manager,112500.0,US,United States,2024,,US,2024,,,,,
LinkedIn,senior data analyst,Data Analyst,Senior,,US,United States,2024,,US,2024,,,,,
LinkedIn,manager strategic analytics,Data General,Manager,,US,United States,2024,,US,2024,,,,,
LinkedIn,data analyst,Data Analyst,,,US,United States,2024,,US,2024,,,,,
LinkedIn,senior data analyst,Data Analyst,Senior,119050.0,US,United States,2024,,US,2024,,,,,
LinkedIn,bioinformatics data engineer,Data Engineer,,,US,United States,2024,,US,2024,,,,,
LinkedIn,lead bigdata engineer (scala),Data Engineer,Lead,,US,United States,2024,,US,2024,,,,,
LinkedIn,data engineer,Data Engineer,,,US,United States,2024,,US,2024,,,,,
LinkedIn,"director, strategy and analytics",Data General,Director,180000.0,US,United States,2024,,US,2024,,,,,
LinkedIn,senior data architect,Data Architect,Senior,,US,United States,2024,,US,2024,,,,,
LinkedIn,business intelligence and internal control analyst,BI Analyst,Intern,104750.0,US,United States,2024,,US,2024,,,,,
LinkedIn,data analyst,Data Analyst,,,US,United States,2024,,US,2024,,,,,
LinkedIn,generative ai engineer,AI Engineer,,,US,United States,2024,,US,2024,,,,,
LinkedIn,data analyst,Data Analyst,,,US,United States,2024,,US,2024,,,,,
LinkedIn,sr. data engineer,Data Engineer,Senior,75.0,US,United States,2024,,US,2024,,,,,
LinkedIn,analytics summer intern,Data General,Intern,,US,United States,2024,,US,2024,,,,,
LinkedIn,data analyst,Data Analyst,,,US,United States,2024,,US,2024,,,,,
LinkedIn,data scientist with bert and genomics experience,Data Scientist,,,US,United States,2024,,US,2024,,,,,
LinkedIn,senior back-end software engineer (machine learning emphasis),ML Engineer,Senior,,US,United States,2024,,US,2024,,,,,
LinkedIn,managed services - analytics as a service - director,Data General,Director,,US,United States,2024,,US,2024,,,,,
LinkedIn,managed services - analytics as a service - director,Data General,Director,,US,United States,2024,,US,2024,,,,,
LinkedIn,gcp data engineer,Data Engineer,,,US,United States,2024,,US,2024,,,,,
LinkedIn,data analyst,Data Analyst,,,US,United States,2024,,US,2024,,,,,
LinkedIn,ai ml software engineer - artificial integence / machine learning,ML Engineer,,200000.0,US,United States,2024,,US,2024,,,,,
LinkedIn,machine learning engineer - genai,ML Engineer,,,US,United States,2024,,US,2024,,,,,
LinkedIn,data analyst,Data Analyst,,,US,United States,2024,,US,2024,,,,,
LinkedIn,data analyst,Data Analyst,,,US,United States,2024,,US,2024,,,,,
LinkedIn,data analyst,Data Analyst,,,US,United States,2024,,US,2024,,,,,
LinkedIn,business data analyst,Data Analyst,,133712.8,US,United States,2024,,US,2024,,,,,
LinkedIn,senior data engineer,Data Engineer,Senior,,US,United States,2024,,US,2024,,,,,
LinkedIn,data analyst,Data Analyst,,,US,United States,2024,,US,2024,,,,,
LinkedIn,oracle fusion hcm analytics warehouse consultant (faw),Data General,,,US,United States,2024,,US,2024,,,,,
LinkedIn,full stack developer/data engineer,Data Engineer,,,US,United States,2024,,US,2024,,,,,
LinkedIn,sap analytics cloud,Cloud Engineer,,,US,United States,2024,,US,2024,,,,,
LinkedIn,data analyst,Data Analyst,,,US,United States,2024,,US,2024,,,,,
LinkedIn,data analyst,Data Analyst,,,US,United States,2024,,US,2024,,,,,
LinkedIn,financial analyst ii analytics,Financial Analyst,Mid,93059.2,US,United States,2024,,US,2024,,,,,
LinkedIn,business intelligence developer,BI Analyst,,,US,United States,2024,,US,2024,,,,,
LinkedIn,data analyst,Data Analyst,,,US,United States,2024,,US,2024,,,,,
LinkedIn,data analyst (workday experience),Data Analyst,,,US,United States,2024,,US,2024,,,,,
LinkedIn,data analyst,Data Analyst,,,US,United States,2024,,US,2024,,,,,
LinkedIn,data analyst,Data Analyst,,,US,United States,2024,,US,2024,,,,,
LinkedIn,sr genai / machine learning engineer,ML Engineer,Senior,,US,United States,2024,,US,2024,,,,,
LinkedIn,data analyst,Data Analyst,,,US,United States,2024,,US,2024,,,,,
LinkedIn,sr. data engineer,Data Engineer,Senior,115000.0,US,United States,2024,,US,2024,,,,,
LinkedIn,genai / analytics engineer,Data Analyst,,,US,United States,2024,,US,2024,,,,,
LinkedIn,aws data engineer (healthcare domain),Data Engineer,,,US,United States,2024,,US,2024,,,,,
LinkedIn,generative ai data scientist,Data Scientist,,,US,United States,2024,,US,2024,,,,,
LinkedIn,data analyst,Data Analyst,,,US,United States,2024,,US,2024,,,,,
LinkedIn,business intelligence developer,BI Analyst,,,US,United States,2024,,US,2024,,,,,
LinkedIn,data analyst,Data Analyst,,,US,United States,2024,,US,2024,,,,,
LinkedIn,marketing data analyst,Data Analyst,,,US,United States,2024,,US,2024,,,,,
LinkedIn,data scientist/data analyst,Data Scientist,,175760.0,US,United States,2024,,US,2024,,,,,
LinkedIn,machine learning engineer- 10+year exp*,ML Engineer,,,US,United States,2024,,US,2024,,,,,
LinkedIn,academic analytics & assessment associate,Data General,,65000.0,US,United States,2024,,US,2024,,,,,
LinkedIn,data analyst,Data Analyst,,,US,United States,2024,,US,2024,,,,,
LinkedIn,data analyst,Data Analyst,,,US,United States,2024,,US,2024,,,,,
LinkedIn,enterprise data architect (google cloud),Data Architect,,,US,United States,2024,,US,2024,,,,,
LinkedIn,data engineer,Data Engineer,,,US,United States,2024,,US,2024,,,,,
LinkedIn,data analyst,Data Analyst,,,US,United States,2024,,US,2024,,,,,
LinkedIn,sap analytics cloud (sac) integration specialist,Cloud Engineer,,,US,United States,2024,,US,2024,,,,,
LinkedIn,senior data analyst,Data Analyst,Senior,114400.0,US,United States,2024,,US,2024,,,,,
LinkedIn,"engineer associate staff, dsp machine learning",ML Engineer,Staff,,US,United States,2024,,US,2024,,,,,
LinkedIn,business intelligence developer,BI Analyst,,124800.0,US,United States,2024,,US,2024,,,,,
LinkedIn,snowflake data architect,Data Architect,,,US,United States,2024,,US,2024,,,,,
LinkedIn,senior data engineer,Data Engineer,Senior,,US,United States,2024,,US,2024,,,,,
LinkedIn,data analyst,Data Analyst,,,US,United States,2024,,US,2024,,,,,
LinkedIn,azure data engineer,Data Engineer,,130000.0,US,United States,2024,,US,2024,,,,,
LinkedIn,machine learning engineer,ML Engineer,,,US,United States,2024,,US,2024,,,,,
LinkedIn,business intelligence consultant,BI Analyst,,114400.0,US,United States,2024,,US,2024,,,,,
LinkedIn,data scientist,Data Scientist,,,US,United States,2024,,US,2024,,,,,
LinkedIn,data analyst,Data Analyst,,,US,United States,2024,,US,2024,,,,,
LinkedIn,data engineer,Data Engineer,,142500.0,US,United States,2024,,US,2024,,,,,
LinkedIn,"director/sr. director, insights and analytics",Data General,Director,,US,United States,2024,,US,2024,,,,,
LinkedIn,data analyst,Data Analyst,,,US,United States,2024,,US,2024,,,,,
LinkedIn,"senior analyst, vbc contract analytics",Data General,Senior,,US,United States,2024,,US,2024,,,,,
LinkedIn,"team lead, vbc contract analytics",Data General,Lead,,US,United States,2024,,US,2024,,,,,
LinkedIn,it financial management system and data analyst,Data Analyst,,155000.0,US,United States,2024,,US,2024,,,,,
LinkedIn,sr. data engineer,Data Engineer,Senior,,US,United States,2024,,US,2024,,,,,
LinkedIn,business intelligence developer,BI Analyst,,90000.0,US,United States,2024,,US,2024,,,,,
LinkedIn,"data scientist, business operations",Data Scientist,,,US,United States,2024,,US,2024,,,,,
LinkedIn,sr. data analyst ii (bi associate),Data Analyst,Senior,132256.8,US,United States,2024,,US,2024,,,,,
LinkedIn,director of product analytics,Data General,Director,,US,United States,2024,,US,2024,,,,,
LinkedIn,azure data engineer,Data Engineer,,,US,United States,2024,,US,2024,,,,,
LinkedIn,sr. data engineer i,Data Engineer,Senior,,US,United States,2024,,US,2024,,,,,
LinkedIn,"staff product manager, next gen analytics",Product Manager,Manager,,US,United States,2024,,US,2024,,,,,
LinkedIn,"staff product manager, next gen analytics",Product Manager,Manager,,US,United States,2024,,US,2024,,,,,
LinkedIn,educational data analyst,Data Analyst,,,US,United States,2024,,US,2024,,,,,
LinkedIn,senior manager - commercial analytics,Data General,Manager,,US,United States,2024,,US,2024,,,,,
LinkedIn,manager of sustainability reporting & analytics,Data General,Manager,,US,United States,2024,,US,2024,,,,,
LinkedIn,data analyst,Data Analyst,,,US,United States,2024,,US,2024,,,,,
LinkedIn,"developer, designer, ai engineer, data scientist, devops and qa",Data Scientist,,,US,United States,2024,,US,2024,,,,,
LinkedIn,data analyst,Data Analyst,,,US,United States,2024,,US,2024,,,,,
LinkedIn,data & analytics manager,Data Analyst,Manager,,US,United States,2024,,US,2024,,,,,
LinkedIn,data engineer - w2,Data Engineer,,,US,United States,2024,,US,2024,,,,,
LinkedIn,gcp data engineer- only w2,Data Engineer,,,US,United States,2024,,US,2024,,,,,
LinkedIn,applied researcher - machine learning,ML Engineer,,141500.0,US,United States,2024,,US,2024,,,,,
LinkedIn,data analyst,Data Analyst,,106225.6,US,United States,2024,,US,2024,,,,,
LinkedIn,data analyst,Data Analyst,,,US,United States,2024,,US,2024,,,,,
LinkedIn,business intelligence analyst,BI Analyst,,,US,United States,2024,,US,2024,,,,,
LinkedIn,analytics & data management - supply chain sector - senior manager - consulting - location open,Supply Chain Analyst,Manager,229600.0,US,United States,2024,,US,2024,,,,,
LinkedIn,senior data analyst,Data Analyst,Senior,,US,United States,2024,,US,2024,,,,,
LinkedIn,healthcare customer data analytics lead - populance,Data Analyst,Lead,,US,United States,2024,,US,2024,,,,,
LinkedIn,senior data architect,Data Architect,Senior,,US,United States,2024,,US,2024,,,,,
LinkedIn,data engineering - senior - consulting - location open,Data Engineer,Senior,127550.0,US,United States,2024,,US,2024,,,,,
LinkedIn,"analyst, quality control analytics (1 of 4)",Data General,,,US,United States,2024,,US,2024,,,,,
LinkedIn,senior data scientist,Data Scientist,Senior,,US,United States,2024,,US,2024,,,,,
LinkedIn,analytics engineer,Data Analyst,,,US,United States,2024,,US,2024,,,,,
LinkedIn,data analyst-tech cons-data and anltcs-data governance and ctrls-fso-manager-multiple postns-1499053,Data Analyst,Manager,168850.0,US,United States,2024,,US,2024,,,,,
LinkedIn,data scientist ii,Data Scientist,Mid,,US,United States,2024,,US,2024,,,,,
LinkedIn,computer vision/ machine learning engineer,ML Engineer,,182000.0,US,United States,2024,,US,2024,,,,,
LinkedIn,labor & workforce analytics- managing director,Data General,Director,,US,United States,2024,,US,2024,,,,,
LinkedIn,business analytics manager,Data Analyst,Manager,117500.0,US,United States,2024,,US,2024,,,,,
LinkedIn,data analyst,Data Analyst,,,US,United States,2024,,US,2024,,,,,
LinkedIn,senior backend ai engineer,AI Engineer,Senior,125000.0,US,United States,2024,,US,2024,,,,,
LinkedIn,data analyst,Data Analyst,,,US,United States,2024,,US,2024,,,,,
LinkedIn,data scientist (medical),Data Scientist,,,US,United States,2024,,US,2024,,,,,
LinkedIn,loans transformation data analyst,Data Analyst,,,US,United States,2024,,US,2024,,,,,
LinkedIn,data analyst,Data Analyst,,,US,United States,2024,,US,2024,,,,,
LinkedIn,data analyst,Data Analyst,,,US,United States,2024,,US,2024,,,,,
LinkedIn,data engineer,Data Engineer,,,US,United States,2024,,US,2024,,,,,
LinkedIn,ai /machine learning engineer / architect,ML Engineer,,,US,United States,2024,,US,2024,,,,,
LinkedIn,data analyst,Data Analyst,,,US,United States,2024,,US,2024,,,,,
LinkedIn,data analyst,Data Analyst,,,US,United States,2024,,US,2024,,,,,
LinkedIn,data analyst,Data Analyst,,,US,United States,2024,,US,2024,,,,,
LinkedIn,data analyst intern,Data Analyst,Intern,,US,United States,2024,,US,2024,,,,,
LinkedIn,"sr data analyst - w2 - 12 months - sunnyvale, ca or new york, ny or hoboken, nj / 2 days/week onsite",Data Analyst,Senior,,US,United States,2024,,US,2024,,,,,
LinkedIn,data engineer,Data Engineer,,,US,United States,2024,,US,2024,,,,,
LinkedIn,senior machine learning engineer,ML Engineer,Senior,,US,United States,2024,,US,2024,,,,,
LinkedIn,"hris analyst, senior / consultant | hr technology & analytics",Data General,Senior,,US,United States,2024,,US,2024,,,,,
LinkedIn,data analyst,Data Analyst,,,US,United States,2024,,US,2024,,,,,
LinkedIn,data engineer - full time,Data Engineer,,,US,United States,2024,,US,2024,,,,,
LinkedIn,cdao - talent management division - workforce analytics portfolio lead,Data General,Lead,,US,United States,2024,,US,2024,,,,,
LinkedIn,enterprise data architect,Data Architect,,,US,United States,2024,,US,2024,,,,,
LinkedIn,data architect,Data Architect,,114138.0,US,United States,2024,,US,2024,,,,,
LinkedIn,business intelligence architect,BI Analyst,,,US,United States,2024,,US,2024,,,,,
LinkedIn,data analyst,Data Analyst,,,US,United States,2024,,US,2024,,,,,
LinkedIn,data architect,Data Architect,,,US,United States,2024,,US,2024,,,,,
LinkedIn,product data analyst,Data Analyst,,110000.0,US,United States,2024,,US,2024,,,,,
LinkedIn,data analyst,Data Analyst,,,US,United States,2024,,US,2024,,,,,
LinkedIn,data analyst (visual basic application),Data Analyst,,84300.0,US,United States,2024,,US,2024,,,,,
LinkedIn,sr. data engineer (onsite),Data Engineer,Senior,,US,United States,2024,,US,2024,,,,,
LinkedIn,data analyst,Data Analyst,,,US,United States,2024,,US,2024,,,,,
LinkedIn,bi data engineer,Data Engineer,,137500.0,US,United States,2024,,US,2024,,,,,
LinkedIn,business data analyst,Data Analyst,,,US,United States,2024,,US,2024,,,,,
LinkedIn,manager pharmacy analytics - regulatory,Data General,Manager,,US,United States,2024,,US,2024,,,,,
LinkedIn,data analyst,Data Analyst,,,US,United States,2024,,US,2024,,,,,
LinkedIn,data analyst,Data Analyst,,,US,United States,2024,,US,2024,,,,,
LinkedIn,data analyst,Data Analyst,,,US,United States,2024,,US,2024,,,,,
LinkedIn,data scientist - interdisciplinary,Data Scientist,,157049.0,US,United States,2024,,US,2024,,,,,
LinkedIn,machine learning engineer (intern - summer 2024),ML Engineer,Intern,,US,United States,2024,,US,2024,,,,,
LinkedIn,data analyst,Data Analyst,,,US,United States,2024,,US,2024,,,,,
LinkedIn,senior data analyst,Data Analyst,Senior,,US,United States,2024,,US,2024,,,,,
LinkedIn,senior/staff machine learning engineer,ML Engineer,Senior,212500.0,US,United States,2024,,US,2024,,,,,
LinkedIn,business intelligence developer ii,BI Analyst,Mid,,US,United States,2024,,US,2024,,,,,
LinkedIn,"sr analyst, marketing analytics",Marketing Analyst,Senior,110000.0,US,United States,2024,,US,2024,,,,,
LinkedIn,analytics lab support technician,Data General,,,US,United States,2024,,US,2024,,,,,
